J0102+5824  4.85 2454156.147   2.292 0.023
J0102+5824  4.85 2454219.504   2.097 0.033
J0102+5824  4.85 2454239.145   2.469 0.032
J0102+5824  4.85 2454275.603   2.190 0.020
J0102+5824  4.85 2454303.837   1.918 0.016
J0102+5824  4.85 2454359.578   1.633 0.014
J0102+5824  4.85 2454381.675   1.407 0.013
J0102+5824  4.85 2454424.364   1.286 0.011
J0102+5824  4.85 2454454.358   1.124 0.009
J0102+5824  4.85 2454486.921   1.038 0.009
J0102+5824  4.85 2454513.453   0.894 0.008
J0102+5824  4.85 2454591.153   0.814 0.007
J0102+5824  4.85 2454646.125   0.813 0.007
J0102+5824  4.85 2454701.937   0.835 0.008
J0102+5824  4.85 2454728.317   0.848 0.008
J0102+5824  4.85 2454757.642   0.872 0.008
J0102+5824  4.85 2454778.817   0.973 0.008
J0102+5824  4.85 2454806.709   0.934 0.008
J0102+5824  4.85 2454896.229   1.016 0.111
J0102+5824  4.85 2454934.958   1.822 0.015
J0102+5824  4.85 2454952.763   1.529 0.013
J0102+5824  4.85 2454984.018   3.054 0.698
J0102+5824  4.85 2455072.833   1.712 0.019
J0102+5824  4.85 2455103.559   1.721 0.015
J0102+5824  4.85 2455140.534   1.567 0.013
J0102+5824  4.85 2455228.475   1.397 0.012
J0102+5824  4.85 2455257.113   1.546 0.014
J0102+5824  4.85 2455289.254   1.172 0.010
J0102+5824  4.85 2455319.182   1.275 0.012
J0102+5824  4.85 2455341.199   1.262 0.012
J0102+5824  4.85 2455375.639   1.106 0.010
J0102+5824  4.85 2455424.008   1.270 0.031
J0102+5824  4.85 2455458.502   1.355 0.023
