Tutte le misure, in ordine cronologico, a tutte le frequenze. 


        Name    HHMMSS       #MJD    Freq     Elev      Flux    e_Flux
    PKS1222+216 112653 59871.47870  8305.0  58.8778    1.3334    0.0375 
          3C273 113029 59871.48120  8305.0  42.0476   24.6271    0.1996 
          3C279 113346 59871.48348  8305.0  36.7561   21.1181    0.1724 
       1354+195 114112 59871.48865  8305.0  64.2561    2.0381    0.0474 
     PKS1441+25 114450 59871.50668  8305.0  70.4126    0.4077    0.0166 
       1510-089 121123 59871.50960  8305.0  36.0445    3.1506    0.0471 
     PG1553+113 122150 59871.52459  8305.0  55.2832    0.3667    0.0209 
       1606+105 123605 59871.52676  8305.0  53.9717    1.1825    0.0360 
       1830-211 162909 59871.68862  8305.0  23.9655    8.6643    0.0838 
       1730-130 165001 59871.70310  8305.0  26.6402    4.3267    0.0548 
       1741-038 165321 59871.70542  8305.0  35.8746    4.1653    0.0509 
       1611+343 165734 59871.70835  8305.0  50.0428    3.4567    0.0435 
       1633+382 170047 59871.71059  8305.0  55.1643    2.9552    0.0439 
          3C345 170354 59871.71275  8305.0  56.6760    6.6006    0.0617 
          BLLAC 171644 59871.72166  8305.0  67.0250    4.4327    0.0485 
    1ES1959+650 172132 59871.74098  8305.0  69.0560    0.2122    0.0168 
       1830-211 175037 59871.74519  8305.0  19.2743    9.0512    0.0857 
       1741-038 181236 59871.76045  8305.0  25.9785    4.1232    0.0563 
       1611+343 181639 59871.76278  8305.0  36.1468    3.5613    0.0703 

        Name    HHMMSS       # MJD    Freq     Elev   flux_0  e_flux_0 
                                       MHz      deg       Jy        Jy 
    PKS1222+216 085034 59907.37014  8305.0  60.8098   1.3666    0.0384 
          3C273 085411 59907.37265  8305.0  43.4558  24.8060    0.1788 
          3C279 085728 59907.37493  8305.0  37.7277  20.7974    0.1510 
       1334-127 090047 59907.37724  8305.0  32.1733   2.1886    0.0483 
       1354+195 090453 59907.38009  8305.0  64.6368   1.9292    0.0396 
     PKS1441+25 090831 59907.39814  8305.0  70.2346   0.3875    0.0164 
       1510-089 093505 59907.40106  8305.0  35.6190   2.9989    0.0438 
     PG1553+113 094527 59907.41600  8305.0  54.2762   0.3633    0.0183 
       1606+105 095943 59907.41817  8305.0  52.8116   1.1977    0.0477 
    PKS1222+216 100443 59907.42165  8305.0  49.7752   1.3428    0.0439 
          3C273 100815 59907.42410  8305.0  34.8194  23.8562    0.1767 
          3C279 101133 59907.42639  8305.0  31.1123  20.0041    0.1471 
       1334-127 101453 59907.42798  8305.0  28.0204   2.1596    0.0521 
       1830-211 141104 59907.59272  8305.0  23.8664   8.6375    0.0750 
       1730-130 143155 59907.60719  8305.0  26.3116   4.4238    0.0486 
       1741-038 143515 59907.60950  8305.0  35.5243   3.8402    0.0459 
       1611+343 143927 59907.61243  8305.0  49.4294   3.2816    0.0387 
       1633+382 144241 59907.61467  8305.0  54.5543   2.8395    0.0388 
          3C345 144547 59907.61683  8305.0  56.0692   6.3258    0.0573 
         Mrk501 144854 59907.61900  8305.0  57.4228   1.5764    0.0386 
          BLLAC 145836 59907.62573  8305.0  67.6332   4.1737    0.0460 
    1ES1959+650 150326 59907.64509  8305.0  68.9766   0.2280    0.0176 
       1741-038 155122 59907.66237  8305.0  25.9304   3.8893    0.0479 
       1611+343 155526 59907.66519  8305.0  36.0521   3.3271    0.0446 
       1633+382 155839 59907.66744  8305.0  41.2705   2.8708    0.0390 
          3C345 160146 59907.66960  8305.0  42.8705   6.5157    0.0595 
         Mrk501 160453 59907.67176  8305.0  44.1668   1.4087    0.0420 
       2223-052 184154 59907.78466  8305.0  37.2374   3.8312    0.0366 
       2230+114 185101 59907.78712  8305.0  53.1094   4.9450    0.0491 
        3C454.3 185413 59907.78935  8305.0  58.8923  11.4243    0.0886 
          3C380 185913 59907.79284  8305.0  35.8824   3.6573    0.0449 
          3C66A 190507 59907.79693  8305.0  65.4834   0.9059    0.0441 
           3C84 190832 59907.79930  8305.0  55.5804  43.6791    0.3103 
       2344+092 191645 59907.80885  8305.0  54.2012   1.3258    0.0301 
       0235+164 192650 59907.82167  8305.0  52.9698   1.8416    0.0215 
        NRAO150 194512 59907.82477  8305.0  57.3979   7.1698    0.0664 
       0336-019 194941 59907.83173  8305.0  31.3247   0.6463    0.0268 
       0420-014 195831 59907.83399  8305.0  25.7878   5.4766    0.0554 
       0440-003 200139 59907.84003  8305.0  24.9384   1.8914    0.0289 
    TXS0506+056 201026 59907.84904  8305.0  27.2173   1.0001    0.0283 
    1ES2344+514 000322 59908.02266  8305.0  35.4801   0.2139    0.0178 
       0528+134 003556 59908.03053  8305.0  58.9074   1.5294    0.0248 
       0716+714 004807 59908.03522  8305.0  60.8533   0.7924    0.0404 
       0736+017 005404 59908.04310  8305.0  41.9718   1.5518    0.0257 
       0735+178 010307 59908.05229  8305.0  57.9989   1.4677    0.0216 
       0827+243 011624 59908.05475  8305.0  56.2908   0.9248    0.0340 
       0829+046 012844 59908.06429  8305.0  42.1436   1.3623    0.0350 
          3c207 013321 59908.06653  8305.0  48.8424   1.8631    0.0377 
       0836+710 013841 59908.07034  8305.0  59.6951   2.5437    0.0508 
          OJ287 014405 59908.07398  8305.0  53.8699   4.9938    0.0516 
       0954+658 014856 59908.08438  8305.0  57.9833   1.8595    0.0822 
         MRK421 020303 59908.09104  8305.0  46.6147   0.5921    0.0321 
       1156+295 021212 59908.09350  8305.0  32.8187   3.5160    0.0475 
       1219+285 021524 59908.10883  8305.0  32.6635   0.5558    0.0205 

        Name    HHMMSS       # MJD    Freq     Elev    flux_0  e_flux_0 
                                       MHz      deg        Jy        Jy 
    PKS1222+216 072348 59907.30984 24100.0  66.7251    1.0867    0.1491 
          3C273 072906 59907.31353 24100.0  47.4070   15.0229    0.8719 
          3C279 073402 59907.31694 24100.0  39.3310   26.6483    1.5416 
       1354+195 073922 59907.32065 24100.0  60.0062    1.5765    0.1785 
     PKS1441+25 074249 59907.35499 24100.0  65.2667    0.2788    0.0387 
       1334-127 083433 59907.35898 24100.0  32.4030    2.8376    0.2472 
       1611+343 084056 59907.36341 24100.0  59.1677    2.1335    0.1800 
     PG1553+113 104023 59907.45949 24100.0  56.5857    0.3324    0.0534 
     PG1553+113 113131 59907.49500 24100.0  54.5051    0.3691    0.0424 
       1606+105 120113 59907.50250 24100.0  53.9938    1.0571    0.1357 
     PG1553+113 122236 59907.53049 24100.0  49.4486    0.2763    0.0788 
       1730-130 132448 59907.56053 24100.0  31.1416    3.5349    0.2758 
       1741-038 132945 59907.56398 24100.0  40.4967    3.4936    0.2200 
       1830-211 133455 59907.56757 24100.0  24.4346    6.4264    0.2411 
       1633+382 134121 59907.57202 24100.0  65.3338    2.9029    0.1147 
          3C345 134608 59907.57535 24100.0  66.5239    5.7335    0.1448 
         Mrk501 134910 59907.57841 24100.0  67.6614    1.1202    0.0814 
       1807+698 135655 59907.58286 24100.0  63.8446    2.0439    0.1146 
          3C380 174343 59907.74035 24100.0  47.0626    1.8691    0.1050 
       2223-052 175044 59907.74522 24100.0  40.2740    2.1340    0.1267 
       2230+114 175556 59907.74882 24100.0  56.8760    4.7923    0.1234 
        3C454.3 180044 59907.75216 24100.0  61.6874    8.2650    0.1654 
          BLLAC 181437 59907.76274 24100.0  76.1677    5.7697    0.1181 
    1ES1959+650 182146 59907.77080 24100.0  54.8383    0.3553    0.0608 
        NRAO150 205121 59907.87065 24100.0  67.9814   10.2399    0.2237 
       0235+164 210129 59907.87768 24100.0  61.2455    1.3945    0.0949 
       0336-019 210651 59907.88141 24100.0  39.6140    1.4340    0.1290 
       2344+092 211312 59907.88582 24100.0  42.5773    1.1997    0.1244 
       0420-014 213328 59907.89989 24100.0  38.3548    7.0364    0.1967 
       0440-003 213815 59907.90321 24100.0  37.7046    1.2659    0.1279 
    TXS0506+056 214126 59907.90824 24100.0  40.4403    1.0152    0.0914 
       0528+134 215022 59907.91351 24100.0  44.7713    1.3271    0.0738 
    1ES2344+514 220124 59907.95134 24100.0  50.0270    0.1237    0.0310 
           3C84 031813 59908.13930 24100.0  36.8727   28.2951    0.9230 
       0716+714 032401 59908.14525 24100.0  62.0466    0.4822    1.9964 

        Name    HHMMSS       # MJD    Freq     Elev   flux_0   e_flux_0 
                                       MHz      deg       Jy         Jy 
       2223-052 171729 59932.72604  8305.0  36.0568   3.8375     0.0397 
       2230+114 172635 59932.72850  8305.0  51.6382   4.8154     0.0513 
        3C454.3 172949 59932.73074  8305.0  57.5544  11.3750     0.0989 
          3C380 173443 59932.73416  8305.0  33.9089   3.5697     0.0499 
          3C66A 174037 59932.73825  8305.0  67.9261   0.9121     0.0396 
           3C84 174403 59932.74063  8305.0  57.9975  43.9868     0.3548 
       2344+092 175210 59932.75012  8305.0  53.4177   1.2843     0.0244 
       0235+164 180217 59932.76297  8305.0  54.8078   1.3772     0.0193 
        NRAO150 182046 59932.76614  8305.0  59.5882   7.3347     0.0737 
       0336-019 182519 59932.77313  8305.0  33.1698   0.6469     0.0243 
       0420-014 183408 59932.77540  8305.0  27.8899   4.9409     0.0574 
       0440-003 183716 59932.78143  8305.0  27.1079   1.8528     0.0278 
    TXS0506+056 184603 59932.79044  8305.0  29.5231   1.1015     0.0219 
       2223-052 190648 59932.79687  8305.0  23.1619   3.8775     0.0795 
    1ES2344+514 222653 59932.95565  8305.0  35.2357   0.2132     0.0217 
       0528+134 225925 59932.96349  8305.0  58.8718   1.3795     0.0230 
       0736+017 231733 59932.97609  8305.0  42.1454   1.5928     0.0310 
       0735+178 232637 59932.98528  8305.0  58.2007   1.3568     0.0209 
       0827+243 233955 59932.98776  8305.0  56.5794   0.8509     0.0382 
       0829+046 235216 59932.99730  8305.0  42.3580   1.2540     0.0364 
          3c207 235653 59932.99954  8305.0  49.0900   1.8233     0.0352 
       0836+710 000214 59933.00336  8305.0  59.8029   2.5344     0.0433 
          OJ287 000739 59933.00701  8305.0  54.1478   4.6997     0.0513 
       0954+658 001231 59933.01742  8305.0  58.1649   1.6725     0.0327 
         MRK421 002637 59933.02408  8305.0  46.9361   0.5742     0.0490 
       1156+295 003546 59933.02654  8305.0  33.1452   3.9662     0.0542 
       1219+285 003859 59933.04259  8305.0  32.8227   0.5049     0.0170 
    PKS1222+216 061821 59933.26444  8305.0  65.6131   1.2639     0.0386 
          3C273 062202 59933.26700  8305.0  46.7133  23.8553     0.1917 
          3C279 062519 59933.26928  8305.0  39.5063  20.3476     0.1678 
       1354+195 063240 59933.27438  8305.0  63.1876   1.9276     0.0365 
     PKS1441+25 063616 59933.29241  8305.0  66.5875   0.3940     0.0146 
       1510-089 070249 59933.29532  8305.0  32.7292   2.7368     0.0424 
     PG1553+113 071306 59933.31020  8305.0  49.1879   0.3968     0.0162 
       1606+105 072722 59933.31237  8305.0  47.3411   1.4015     0.0373 
    PKS1222+216 073225 59933.31587  8305.0  57.5786   1.2559     0.0367 
          3C273 073600 59933.31836  8305.0  41.0722  24.1200     0.1953 
          3C279 073917 59933.32064  8305.0  36.0497  20.4108     0.1690 
       1334-127 074237 59933.32296  8305.0  31.4229   2.3402     0.0458 
       1354+195 074643 59933.32581  8305.0  63.8288   1.8859     0.0359 
     PKS1441+25 075019 59933.34384  8305.0  70.2830   0.4027     0.0171 
       1510-089 081652 59933.34675  8305.0  36.2049   2.7309     0.0439 
     PG1553+113 082721 59933.35451  8305.0  55.5771   0.3489     0.0331 
       1830-211 135728 59933.58327  8305.0  18.3291   8.5374     0.0819 
       1730-130 140811 59933.59071  8305.0  16.9526   4.4325     0.0789 
       1741-038 141130 59933.59302  8305.0  25.5867   3.7651     0.0527 
       1611+343 141533 59933.59584  8305.0  35.6461   3.2753     0.0459 
       1633+382 141847 59933.59808  8305.0  40.8690   2.9481     0.0444 
          3C345 142154 59933.60025  8305.0  42.4677   6.0761     0.0626 
         Mrk501 142501 59933.60241  8305.0  43.7648   1.3552     0.0431 
       1807+698 142859 59933.60522  8305.0  55.9345   2.1204     0.0491 
    1ES1959+650 144239 59933.63065  8305.0  64.5081   0.2024     0.0187 

        Name    HHMMSS       # MJD    Freq     Elev      flux_0  e_flux_0 
                                       MHz      deg          Jy        Jy 
          3C380 162943 59932.68896 24100.0  43.3252      1.6116    0.1947 
       2223-052 163636 59932.69373 24100.0  39.3247      2.0538    0.2304 
       2230+114 164148 59932.69735 24100.0  55.6359      4.5559    0.1623 
        3C454.3 164638 59932.70070 24100.0  60.8958      8.2204    0.1669 
          BLLAC 165249 59932.70594 24100.0  73.2184      5.0455    0.1256 
       0235+164 194129 59932.82212 24100.0  61.9884      1.0475    0.1272 
       0336-019 194649 59932.82583 24100.0  41.0905      1.3085    0.1315 
       2344+092 195310 59932.83023 24100.0  39.8532      0.7394    0.1264 
       0420-014 201321 59932.84426 24100.0  40.0967      6.3709    0.1510 
       0440-003 201808 59932.84757 24100.0  39.6707      1.3680    0.1407 
    TXS0506+056 202120 59932.85261 24100.0  42.8005      1.2031    0.0931 
       0528+134 203016 59932.85787 24100.0  47.4834      1.2353    0.0897 
     PG1553+113 103527 59933.45606 24100.0  50.0407      0.4517    0.0700 
       1730-130 113258 59933.48288 24100.0  31.5441      2.7177    0.2578 
       1741-038 113756 59933.48633 24100.0  40.9148      3.0334    0.1545 
       1830-211 114307 59933.48992 24100.0  24.4171      5.7859    0.1965 
       1633+382 114932 59933.49438 24100.0  67.0405      2.5303    0.1365 
          3C345 115419 59933.49771 24100.0  68.2359      5.2386    0.1223 
       1807+698 120510 59933.50526 24100.0  64.1303      1.9870    0.1093 
       1741-038 124338 59933.53195 24100.0  36.3860      2.7149    0.1829 
       1830-211 124842 59933.53547 24100.0  23.0833      5.8588    0.3826 
       1633+382 125502 59933.53986 24100.0  55.3523      2.8637    0.1631 
          3C345 125948 59933.54318 24100.0  56.5707      5.4649    0.2288 

        Name    HHMMSS       # MJD    Freq     Elev     flux_0  e_flux_0 
                                       MHz      deg         Jy        Jy 

          3C380 131507 59972.55382 24100.0  49.1044     1.9431    0.0805 
          BLLAC 135848 59972.58510 24100.0  76.2061     7.2074    0.0958 
        NRAO150 165508 59972.70661 24100.0  71.0087    10.4498    0.1363 
       0235+164 170502 59972.71348 24100.0  62.0034     1.0798    0.1274 
       0336-019 171023 59972.71719 24100.0  41.1430     1.7224    0.1164 
       0420-014 173653 59972.73559 24100.0  40.1652     6.4061    0.1171 
       0440-003 174138 59972.73890 24100.0  39.7497     1.4605    0.1128 
    TXS0506+056 174450 59972.74393 24100.0  42.8980     1.1089    0.0621 
       0528+134 175347 59972.74921 24100.0  47.5960     1.2842    0.0600 
       1633+382 084153 59973.36407 24100.0  72.3853     2.7154    0.0728 
          3C345 084640 59973.36740 24100.0  73.6321     4.8878    0.0799 
           3C84 223458 59975.94259 24100.0  39.4615    35.2276    0.5787 
       0827+243 230716 59975.96691 24100.0  69.4820     0.9749    0.0581 
       0829+046 231336 59975.97318 24100.0  49.6931     2.2081    0.0611 
          3c207 232215 59975.97637 24100.0  58.4629     1.6884    0.0711 
       0836+710 233150 59975.98211 24100.0  63.5957     2.1405    0.0821 
          OJ287 234004 59975.98781 24100.0  65.2684     5.7692    0.1205 
       0954+658 000127 59976.00457 24100.0  68.7901     1.3104    0.0669 
       1156+295 001417 59976.01250 24100.0  59.5900     7.8729    0.2928 
       1219+285 001845 59976.02030 24100.0  57.1343     0.4034    0.0424 
    PKS1222+216 022407 59977.10172 24100.0  66.1494     0.8149    0.0651 
          3C273 022923 59977.10539 24100.0  47.0696    14.5356    0.2061 
          3C279 023420 59977.10882 24100.0  38.4993    23.8477    0.3380 
       1354+195 023941 59977.11253 24100.0  56.9937     1.4834    0.0771 
     PKS1441+25 024305 59977.14684 24100.0  61.9571     0.1980    0.0231 
       1334-127 033444 59977.15076 24100.0  32.0704     3.1046    0.1083 
       1611+343 034104 59977.15516 24100.0  54.7698     2.0126    0.0758 
    PKS1222+216 040156 59977.16966 24100.0  62.2983     0.8056    0.0752 
          3C273 040710 59977.17329 24100.0  44.3824    14.4411    0.2377 
     PG1553+113 060310 59977.26699 24100.0  56.5926     0.4185    0.0386 

        Name    HHMMSS       # MJD    Freq     Elev   flux_0   e_flux_0 
                                       MHz      deg       Jy         Jy 
       2223-052 144841 59972.62270  8305.0  35.2613   3.8067     0.0673 
       2230+114 145747 59972.62516  8305.0  50.6550   4.8183     0.0885 
        3C454.3 150101 59972.62741  8305.0  56.6373  11.4981     0.1916 
          3C380 150553 59972.63080  8305.0  32.7184   3.5994     0.0854 
           3C84 151513 59972.63728  8305.0  59.4865  45.7491     0.7277 
       0235+164 153326 59972.65959  8305.0  55.8632   1.1841     0.0294 
        NRAO150 155158 59972.66280  8305.0  60.9005   7.6521     0.1259 
       0336-019 155633 59972.66983  8305.0  34.2477   0.6480     0.0284 
       0420-014 160523 59972.67210  8305.0  29.1413   4.9601     0.0873 
       0440-003 160831 59972.67814  8305.0  28.4061   1.8456     0.0379 
    TXS0506+056 161719 59972.68618  8305.0  30.6875   1.1772     0.0284 
       1730-130 095006 59973.41148  8305.0  28.3022   4.6503     0.0863 
       1741-038 095326 59973.41380  8305.0  37.6345   3.7061     0.0717 
       1611+343 095741 59973.41676  8305.0  53.4071   3.2344     0.0676 
       1633+382 100055 59973.41902  8305.0  58.5169   2.9529     0.0557 
          3C345 100403 59973.42118  8305.0  60.0168   6.0481     0.1055 
         Mrk501 100710 59973.42335  8305.0  61.3757   1.3914     0.0392 
       1807+698 101139 59973.42652  8305.0  62.5710   2.0752     0.0513 
          BLLAC 101653 59973.43010  8305.0  63.6956   4.1567     0.0748 
    1ES1959+650 102131 59973.44731  8305.0  69.3088   0.2128     0.0173 
       0528+134 195322 59975.83431  8305.0  59.0231   1.2824     0.0277 
       0716+714 200522 59975.83887  8305.0  60.0724   0.7262     0.0396 
       0736+017 201110 59975.84665  8305.0  40.3382   1.4346     0.0297 
       0735+178 202012 59975.85584  8305.0  56.1206   1.3214     0.0271 
       0827+243 203329 59975.85828  8305.0  53.7468   0.8544     0.0336 
       0829+046 204546 59975.86778  8305.0  40.1940   1.2883     0.0358 
          3c207 205022 59975.87001  8305.0  46.6237   1.8892     0.0449 
       0836+710 205534 59975.87373  8305.0  58.7095   2.5014     0.0519 
          OJ287 210049 59975.87727  8305.0  51.4004   4.1945     0.0732 
       0954+658 210534 59975.88760  8305.0  56.3790   1.2689     0.0283 
         MRK421 211937 59975.89421  8305.0  43.8162   0.5259     0.0237 
       1156+295 212846 59975.89668  8305.0  29.9965   5.1351     0.0878 
       1219+285 213159 59975.90546  8305.0  28.2295   0.4921     0.0216 
    PKS1222+216 041729 59977.18052  8305.0  60.5399   1.2422     0.0406 
          3C273 042107 59977.18302  8305.0  43.2604  23.8823     0.3785 
          3C279 042424 59977.18530  8305.0  37.5962  21.0243     0.3335 
       1354+195 043149 59977.19046  8305.0  64.5997   1.8422     0.0447 
     PKS1441+25 043528 59977.20851  8305.0  70.2828   0.2973     0.0166 
       1510-089 050201 59977.21143  8305.0  35.6900   2.6142     0.0576 
     PG1553+113 051225 59977.22637  8305.0  54.4324   0.4045     0.0180 
       1606+105 052640 59977.22855  8305.0  52.9908   1.4580     0.0377 
    PKS1222+216 053140 59977.23203  8305.0  49.4192   1.2359     0.0379 
          3C273 053512 59977.23447  8305.0  34.5191  24.2134     0.3857 
          3C279 053829 59977.23603  8305.0  30.5780  21.3313     0.3414 

*** Not flagged below this line *** 

        Name    HHMMSS       # MJD    Freq     Elev     flux_0   e_flux_0 
                                       MHz      deg         Jy         Jy 
       0528+134 184118 59996.78424  8305.0  58.9795     1.4879     0.0232 
       0716+714 185323 59996.78889  8305.0  60.6152     0.6609     0.0380 
       0736+017 185918 59996.79673  8305.0  41.4782     1.3673     0.0247 
       0735+178 190820 59996.80592  8305.0  57.4357     1.2936     0.0199 
       0827+243 192138 59996.80838  8305.0  55.5053     0.8237     0.0385 
       0829+046 193357 59996.81791  8305.0  41.5503     1.3831     0.0320 
          3c207 193834 59996.82015  8305.0  48.1634     1.8750     0.0398 
       0836+710 194351 59996.82393  8305.0  59.3913     2.4526     0.0401 
          OJ287 194912 59996.82753  8305.0  53.1096     4.7984     0.0476 
       0954+658 195401 59996.83791  8305.0  57.4808     1.0505     0.0235 
         MRK421 200807 59996.84456  8305.0  45.7329     0.5291     0.0430 
       1156+295 201715 59996.84702  8305.0  31.9293     5.2371     0.0566 
       1219+285 202028 59996.86477  8305.0  31.9635     0.4857     0.0154 
    1ES2344+514 204818 59996.87251  8305.0  19.4342     0.2501     0.0347 
    PKS1222+216 031114 59997.13449  8305.0  58.9147     1.2355     0.0423 
          3C273 031449 59997.13699  8305.0  42.0733    24.8287     0.1800 
          3C279 031807 59997.13927  8305.0  36.7725    21.5738     0.1578 
       1334-127 032126 59997.14159  8305.0  31.7787     2.4244     0.0480 
       1354+195 032532 59997.14444  8305.0  64.2606     1.9504     0.0428 
     PKS1441+25 032910 59997.16247  8305.0  70.4053     0.3209     0.0149 
       1510-089 035543 59997.16538  8305.0  36.0331     2.6631     0.0464 
     PG1553+113 040609 59997.18037  8305.0  55.2581     0.4157     0.0192 
       1606+105 042025 59997.18254  8305.0  53.9444     1.5005     0.0379 
       1830-211 082720 59997.35402  8305.0  23.5231     8.5879     0.0816 
       1730-130 084642 59997.36746  8305.0  25.4516     4.8720     0.0614 
       1611+343 085412 59997.37268  8305.0  47.8952     3.4029     0.0442 
       1633+382 085726 59997.37492  8305.0  53.0279     3.0846     0.0406 
          3C345 090033 59997.37708  8305.0  54.5495     6.2938     0.0562 
         Mrk501 090339 59997.37924  8305.0  55.8980     1.4609     0.0370 
       1807+698 090757 59997.38229  8305.0  60.8917     2.1599     0.0509 
          BLLAC 091322 59997.38599  8305.0  69.1736     4.8814     0.0627 
    1ES1959+650 091817 59997.40539  8305.0  68.7387     0.2396     0.0194 
       1830-211 094715 59997.40951  8305.0  18.1988     8.4576     0.0832 
       1741-038 100119 59997.41928  8305.0  25.3758     3.6528     0.0553 
       1611+343 100522 59997.42209  8305.0  35.4005     3.3374     0.0454 
       1633+382 100835 59997.42434  8305.0  40.6238     3.0565     0.0457 
          3C345 101142 59997.42651  8305.0  42.2263     6.2083     0.0579 
         Mrk501 101449 59997.42867  8305.0  43.5196     1.4726     0.0360 
       1807+698 101848 59997.43148  8305.0  55.8241     2.1286     0.0635 
    1ES1959+650 103226 59997.44442  8305.0  65.3343     0.2110     0.0272 
       2230+114 131451 59997.55367  8305.0  51.2001     4.5703     0.0468 
        3C454.3 131804 59997.55591  8305.0  57.1485    11.2992     0.0894 
          3C380 132257 59997.55932  8305.0  33.3718     3.4595     0.0435 
          3C66A 132851 59997.56341  8305.0  68.6059     0.7365     0.0377 
           3C84 133217 59997.56579  8305.0  58.6713    44.6871     0.3163 
       2344+092 134023 59997.57527  8305.0  53.1599     1.2786     0.0271 
       0235+164 135031 59997.58813  8305.0  55.2925     1.1174     0.0183 
        NRAO150 140901 59997.59131  8305.0  60.1706     7.2474     0.0608 
       0336-019 141335 59997.59833  8305.0  33.6627     0.6386     0.0243 
       0420-014 142225 59997.60059  8305.0  28.4593     5.0093     0.0592 
       0440-003 142533 59997.60663  8305.0  27.6983     1.8188     0.0300 
    TXS0506+056 143421 59997.61564  8305.0  30.1557     1.1379     0.0225 
       2223-052 082939 60030.35948  8305.0  39.5827     3.5817     0.0345 
       2230+114 083845 60030.36194  8305.0  55.6714     4.4518     0.0411 
        3C454.3 084201 60030.36421  8305.0  58.3952    11.4831     0.0656 
          3C380 084804 60030.36843  8305.0  55.4998     3.1833     0.0387 
          3C66A 085353 60030.37247  8305.0  43.6066     0.9741     0.0376 
           3C84 085718 60030.37484  8305.0  34.1756    45.4878     0.2347 
       2344+092 090615 60030.38490  8305.0  50.0743     1.2292     0.0256 
       0235+164 091552 60030.39740  8305.0  32.1748     1.2551     0.0303 
        NRAO150 093348 60030.40019  8305.0  38.2555     7.7137     0.1403 
       2223-052 094629 60030.41284  8305.0  40.1499     3.5047     0.0376 
       2230+114 095537 60030.41532  8305.0  56.7778     4.2415     0.0525 
        3C454.3 095851 60030.41756  8305.0  61.6703    11.1295     0.0703 
          3C380 100415 60030.42134  8305.0  43.5154     3.3976     0.0444 
          3C66A 101008 60030.42541  8305.0  56.5040     0.8887     0.0376 
           3C84 101333 60030.42779  8305.0  46.7319    44.1593     0.2266 
    PKS1222+216 214340 60030.90703  8305.0  59.6601     1.1693     0.0353 
          3C273 214720 60030.90956  8305.0  42.5240    22.9623     0.1184 
          3C279 215042 60030.91191  8305.0  32.9602    19.7728     0.1259 
       1334-127 215407 60030.91428  8305.0  22.3177     2.2808     0.0466 
       1354+195 215755 60030.91692  8305.0  46.2720     1.8875     0.0392 
     PKS1441+25 220117 60030.93477  8305.0  46.5060     0.2402     0.0143 
       1510-089 222741 60030.93759  8305.0  17.2285     2.4763     0.0472 
     PG1553+113 223757 60030.95245  8305.0  29.1000     0.4012     0.0315 
       1606+105 225213 60030.95463  8305.0  26.8871     1.3084     0.0459 
    PKS1222+216 225635 60030.95766  8305.0  66.3159     1.1364     0.0336 
          3C273 230017 60030.96022  8305.0  47.1317    22.9574     0.1167 
          3C279 230337 60030.96254  8305.0  38.5361    19.7388     0.1060 
       1334-127 230659 60030.96489  8305.0  29.3493     2.3283     0.0416 
       1354+195 231055 60030.96762  8305.0  57.3620     1.8227     0.0375 
     PKS1441+25 231424 60030.98554  8305.0  58.8147     0.2468     0.0153 
       1510-089 234053 60030.98842  8305.0  27.1264     2.5688     0.0432 
     PG1553+113 235103 60031.00321  8305.0  41.2083     0.4120     0.0195 
       1606+105 000519 60031.00539  8305.0  39.1260     1.4043     0.0345 
    PKS1222+216 001012 60031.00878  8305.0  64.3272     1.1823     0.0349 
          3C273 001352 60031.01132  8305.0  45.8757    23.2890     0.1193 
          3C279 001708 60031.01359  8305.0  39.1654    19.9242     0.1047 
       1334-127 002026 60031.01589  8305.0  32.3583     2.3716     0.0417 
       1354+195 002430 60031.01872  8305.0  64.1416     1.8513     0.0333 
     PKS1441+25 002808 60031.03676  8305.0  68.2939     0.2556     0.0133 
       1510-089 005442 60031.03968  8305.0  33.9565     2.5950     0.0465 
       1830-211 040218 60031.16996  8305.0  21.7018     8.1002     0.0634 
       1730-130 042349 60031.18490  8305.0  32.3811     4.7396     0.0464 
       1741-038 042708 60031.18720  8305.0  41.5911     3.5528     0.0384 
       1611+343 043130 60031.19025  8305.0  70.5110     3.3132     0.0372 
       1633+382 043444 60031.19249  8305.0  75.8098     3.7498     0.0659 
          3C345 043751 60031.19466  8305.0  77.4230     5.9971     0.0470 
         Mrk501 044104 60031.19695  8305.0  78.6835     1.6236     0.2767 
       1807+698 044631 60031.20078  8305.0  64.6448     2.0702     0.0453 
          BLLAC 045112 60031.20393  8305.0  46.7854     4.7067     0.0424 
    1ES1959+650 045507 60031.22264  8305.0  65.5807     0.2417     0.0176 
       1830-211 052529 60031.22772  8305.0  24.4360     8.2135     0.0640 
       1730-130 054630 60031.24232  8305.0  29.4778     4.9430     0.0525 
       1741-038 054950 60031.24463  8305.0  38.8703     3.6643     0.0416 
       1611+343 055408 60031.24762  8305.0  56.1846     3.3372     0.0401 
       1633+382 055721 60031.24987  8305.0  61.2960     3.0505     0.0373 
          3C345 060028 60031.25203  8305.0  62.7899     5.9919     0.0432 
         Mrk501 060336 60031.25420  8305.0  64.1537     1.4833     0.0316 
       1807+698 060811 60031.25744  8305.0  63.2607     2.1396     0.0372 
          BLLAC 061319 60031.26096  8305.0  60.9559     4.6576     0.0415 
    1ES1959+650 061749 60031.28008  8305.0  69.2531     0.2395     0.0160 
       1830-211 064719 60031.28456  8305.0  21.8255     8.3492     0.0615 
       1730-130 070633 60031.29791  8305.0  21.6906     4.9583     0.0486 
