MJD,Freq,Flux,Flux_err,Source
53578.305,5000.0,3.126,0.107,0528+134
53607.408,5000.0,3.058,0.107,0528+134
53639.082,5000.0,2.885,0.085,0528+134
53639.27,5000.0,2.904,0.102,0528+134
53640.008,5000.0,2.992,0.098,0528+134
53640.201,5000.0,2.993,0.093,0528+134
53723.899,5000.0,3.213,0.108,0528+134
53763.679,5000.0,3.238,0.119,0528+134
53763.911,5000.0,3.04,0.108,0528+134
53770.745,5000.0,3.228,0.093,0528+134
53770.753,5000.0,3.275,0.11,0528+134
53826.634,5000.0,2.804,0.132,0528+134
53826.643,5000.0,2.927,0.127,0528+134
53851.535,5000.0,3.45,0.154,0528+134
53851.544,5000.0,3.296,0.16,0528+134
53975.266,5000.0,3.486,0.1,0528+134
53975.276,5000.0,3.498,0.101,0528+134
54012.145,5000.0,3.586,0.081,0528+134
54012.154,5000.0,3.482,0.08,0528+134
54024.052,5000.0,3.211,0.086,0528+134
54024.061,5000.0,3.234,0.086,0528+134
54199.759,5000.0,3.543,0.082,0528+134
54199.768,5000.0,3.572,0.087,0528+134
54296.448,5000.0,3.184,0.121,0528+134
54296.457,5000.0,3.195,0.121,0528+134
54374.19,5000.0,3.456,0.091,0528+134
54374.199,5000.0,3.52,0.088,0528+134
54397.131,5000.0,3.464,0.239,0528+134
54397.14,5000.0,3.866,0.266,0528+134
54563.626,5000.0,3.863,0.133,0528+134
54668.358,5000.0,3.638,0.185,0528+134
54689.319,5000.0,3.704,0.1,0528+134
54724.149,5000.0,3.583,0.114,0528+134
54724.158,5000.0,3.317,0.104,0528+134
54912.795,5000.0,3.591,0.359,0528+134
54912.805,5000.0,3.52,0.384,0528+134
54953.772,5000.0,3.475,0.491,0528+134
55002.615,5000.0,2.435,0.364,0528+134
55034.467,5000.0,2.979,0.318,0528+134
55062.488,5000.0,3.215,0.255,0528+134
55100.155,5000.0,2.808,0.085,0528+134
55100.165,5000.0,2.774,0.087,0528+134
55122.227,5000.0,2.448,0.081,0528+134
55122.237,5000.0,2.954,0.092,0528+134
55209.954,5000.0,2.671,0.097,0528+134
55209.963,5000.0,2.638,0.11,0528+134
53511.461,8000.0,3.239,0.094,0528+134
53578.145,8000.0,2.902,0.141,0528+134
53578.392,8000.0,2.975,0.109,0528+134
53605.389,8000.0,2.997,0.131,0528+134
53606.163,8000.0,3.044,0.122,0528+134
53637.99,8000.0,3.032,0.116,0528+134
53638.339,8000.0,3.179,0.094,0528+134
53698.066,8000.0,3.288,0.13,0528+134
53698.843,8000.0,3.651,0.143,0528+134
53720.77,8000.0,3.488,0.118,0528+134
53721.11,8000.0,3.499,0.105,0528+134
53721.956,8000.0,3.414,0.109,0528+134
53741.796,8000.0,3.129,0.07,0528+134
53742.77,8000.0,3.389,0.152,0528+134
53743.792,8000.0,3.375,0.113,0528+134
53771.758,8000.0,3.521,0.148,0528+134
53771.767,8000.0,3.655,0.143,0528+134
53804.707,8000.0,3.547,0.115,0528+134
53804.715,8000.0,3.516,0.11,0528+134
53830.649,8000.0,3.568,0.252,0528+134
53850.578,8000.0,4.064,0.149,0528+134
53850.587,8000.0,3.961,0.156,0528+134
53860.518,8000.0,3.478,0.084,0528+134
53907.442,8000.0,3.583,0.125,0528+134
53956.35,8000.0,3.65,0.204,0528+134
54011.17,8000.0,3.829,0.155,0528+134
54023.092,8000.0,3.561,0.129,0528+134
54038.071,8000.0,3.333,0.178,0528+134
54058.99,8000.0,3.614,0.28,0528+134
54079.956,8000.0,3.775,0.071,0528+134
54098.912,8000.0,3.526,0.097,0528+134
54121.855,8000.0,3.535,0.118,0528+134
54149.764,8000.0,3.521,0.189,0528+134
54198.711,8000.0,3.633,0.109,0528+134
54219.726,8000.0,3.878,0.157,0528+134
54275.485,8000.0,3.909,0.131,0528+134
54289.465,8000.0,3.926,0.112,0528+134
54295.529,8000.0,3.843,0.135,0528+134
54324.445,8000.0,3.845,0.125,0528+134
54344.386,8000.0,3.854,0.254,0528+134
54373.299,8000.0,4.121,0.123,0528+134
54435.089,8000.0,4.087,0.194,0528+134
54512.841,8000.0,3.792,0.111,0528+134
54576.798,8000.0,3.777,0.156,0528+134
54640.558,8000.0,3.615,0.126,0528+134
54652.492,8000.0,3.53,0.184,0528+134
54667.46,8000.0,3.635,0.132,0528+134
54688.412,8000.0,3.326,0.122,0528+134
54723.321,8000.0,3.439,0.201,0528+134
54778.133,8000.0,3.451,0.116,0528+134
54951.758,8000.0,2.733,0.135,0528+134
55003.552,8000.0,2.496,0.22,0528+134
55035.522,8000.0,2.805,0.253,0528+134
55063.374,8000.0,2.651,0.089,0528+134
55077.392,8000.0,2.417,0.167,0528+134
55101.202,8000.0,2.442,0.087,0528+134
55123.173,8000.0,2.38,0.086,0528+134
55207.884,8000.0,2.094,0.224,0528+134
53372.792,22000.0,1.933,0.126,0716+714
53372.83,22000.0,1.889,0.14,0716+714
53372.87,22000.0,1.846,0.125,0716+714
53373.792,22000.0,1.831,0.12,0716+714
53373.83,22000.0,1.828,0.12,0716+714
53373.869,22000.0,1.884,0.123,0716+714
53376.792,22000.0,2.015,0.129,0716+714
53376.83,22000.0,2.022,0.134,0716+714
53376.869,22000.0,2.037,0.131,0716+714
53377.792,22000.0,1.969,0.125,0716+714
53377.83,22000.0,2.022,0.133,0716+714
53377.869,22000.0,1.966,0.129,0716+714
53378.792,22000.0,2.052,0.137,0716+714
53378.83,22000.0,1.918,0.123,0716+714
53378.869,22000.0,1.994,0.133,0716+714
53379.792,22000.0,2.097,0.137,0716+714
53379.83,22000.0,2.05,0.138,0716+714
53379.869,22000.0,2.063,0.132,0716+714
53380.792,22000.0,2.152,0.14,0716+714
53380.83,22000.0,1.986,0.13,0716+714
53380.869,22000.0,1.991,0.129,0716+714
53413.715,22000.0,1.04,0.045,0716+714
53413.757,22000.0,0.903,0.048,0716+714
53414.674,22000.0,0.984,0.129,0716+714
53415.674,22000.0,1.027,0.065,0716+714
53415.715,22000.0,0.914,0.06,0716+714
53415.757,22000.0,0.936,0.087,0716+714
53442.57,22000.0,0.695,0.049,0716+714
53442.611,22000.0,0.742,0.057,0716+714
53443.57,22000.0,0.688,0.061,0716+714
53443.611,22000.0,0.79,0.049,0716+714
53465.528,22000.0,0.379,0.422,0716+714
53465.612,22000.0,0.356,0.272,0716+714
53466.611,22000.0,0.525,0.136,0716+714
53509.486,22000.0,0.853,0.539,0716+714
53511.486,22000.0,0.686,0.453,0716+714
53606.766,22000.0,1.578,0.47,0716+714
53606.774,22000.0,1.373,0.45,0716+714
53637.894,22000.0,1.083,0.364,0716+714
53638.285,22000.0,1.094,0.299,0716+714
53638.756,22000.0,1.148,0.432,0716+714
53698.749,22000.0,0.887,0.293,0716+714
53721.057,22000.0,0.94,0.316,0716+714
53721.86,22000.0,0.874,0.301,0716+714
53722.314,22000.0,0.919,0.282,0716+714
53744.146,22000.0,0.862,0.291,0716+714
53764.764,22000.0,1.14,0.135,0716+714
53766.842,22000.0,1.113,0.308,0716+714
53772.852,22000.0,0.938,0.288,0716+714
53772.868,22000.0,0.887,0.247,0716+714
53805.74,22000.0,0.589,0.301,0716+714
53849.797,22000.0,0.652,0.279,0716+714
53849.81,22000.0,0.611,0.275,0716+714
53861.743,22000.0,0.375,0.266,0716+714
53972.471,22000.0,1.671,0.565,0716+714
53972.498,22000.0,2.119,0.558,0716+714
54010.332,22000.0,0.896,0.34,0716+714
54010.346,22000.0,0.89,0.33,0716+714
54021.316,22000.0,0.847,0.439,0716+714
54021.329,22000.0,0.84,0.363,0716+714
54058.183,22000.0,0.502,0.493,0716+714
54058.196,22000.0,1.246,0.422,0716+714
54058.21,22000.0,0.809,0.507,0716+714
54058.223,22000.0,0.792,0.49,0716+714
54098.105,22000.0,0.669,0.319,0716+714
54098.118,22000.0,0.969,0.327,0716+714
54098.131,22000.0,0.847,0.338,0716+714
54098.144,22000.0,0.799,0.354,0716+714
54121.054,22000.0,1.763,0.453,0716+714
54121.067,22000.0,1.358,0.36,0716+714
54121.08,22000.0,1.316,0.396,0716+714
54148.99,22000.0,2.021,0.464,0716+714
54149.003,22000.0,1.705,0.495,0716+714
54149.016,22000.0,1.911,0.46,0716+714
54197.854,22000.0,1.128,0.436,0716+714
54218.868,22000.0,0.947,0.237,0716+714
54218.886,22000.0,1.133,0.253,0716+714
54274.304,22000.0,1.747,0.417,0716+714
54274.317,22000.0,1.889,0.398,0716+714
54274.331,22000.0,2.059,0.429,0716+714
54288.605,22000.0,1.052,0.336,0716+714
54288.618,22000.0,1.454,0.312,0716+714
54295.271,22000.0,1.243,0.323,0716+714
54295.284,22000.0,1.053,0.28,0716+714
54322.386,22000.0,1.104,0.386,0716+714
54322.399,22000.0,1.41,0.323,0716+714
54324.234,22000.0,1.458,0.382,0716+714
54324.247,22000.0,1.431,0.325,0716+714
54372.833,22000.0,1.236,0.587,0716+714
54456.996,22000.0,1.205,0.27,0716+714
54457.022,22000.0,1.016,0.252,0716+714
54460.972,22000.0,1.071,0.188,0716+714
54460.985,22000.0,0.9,0.192,0716+714
54478.928,22000.0,0.57,0.344,0716+714
54511.766,22000.0,0.746,0.225,0716+714
54511.779,22000.0,0.234,0.189,0716+714
54511.793,22000.0,1.1,0.173,0716+714
54511.806,22000.0,0.707,0.221,0716+714
54560.952,22000.0,0.543,0.394,0716+714
54560.961,22000.0,1.022,0.398,0716+714
54575.277,22000.0,0.794,1.559,0716+714
54575.287,22000.0,1.276,0.867,0716+714
54640.213,22000.0,2.192,0.297,0716+714
54652.228,22000.0,2.744,0.456,0716+714
54652.237,22000.0,3.478,0.55,0716+714
54666.165,22000.0,2.877,0.329,0716+714
54666.174,22000.0,3.086,0.343,0716+714
54687.132,22000.0,2.961,0.42,0716+714
54721.995,22000.0,2.41,0.513,0716+714
54778.9,22000.0,3.385,0.423,0716+714
54778.909,22000.0,3.029,0.385,0716+714
54911.559,22000.0,2.135,0.467,0716+714
54911.569,22000.0,1.968,0.411,0716+714
54952.524,22000.0,2.658,0.675,0716+714
54952.533,22000.0,1.117,0.667,0716+714
55032.172,22000.0,1.466,0.314,0716+714
55032.181,22000.0,1.026,0.318,0716+714
55098.459,22000.0,1.312,0.2,0716+714
55098.469,22000.0,1.113,0.177,0716+714
55120.954,22000.0,3.057,0.628,0716+714
55120.964,22000.0,1.929,0.343,0716+714
55208.748,22000.0,2.162,0.272,0716+714
55208.758,22000.0,1.5,0.193,0716+714
53826.568,43000.0,0.583,0.433,0716+714
53827.567,43000.0,0.413,0.337,0716+714
53852.484,43000.0,0.694,0.583,0716+714
53878.442,43000.0,0.505,0.43,0716+714
53879.442,43000.0,0.715,0.406,0716+714
53913.359,43000.0,0.457,0.345,0716+714
53928.317,43000.0,0.835,0.43,0716+714
53951.234,43000.0,1.319,0.438,0716+714
53952.234,43000.0,1.367,0.465,0716+714
53953.234,43000.0,1.422,0.56,0716+714
53972.192,43000.0,1.224,0.528,0716+714
53973.192,43000.0,1.194,0.506,0716+714
53998.109,43000.0,0.712,0.345,0716+714
53999.109,43000.0,1.008,0.362,0716+714
54000.109,43000.0,0.874,0.355,0716+714
54026.025,43000.0,0.618,0.388,0716+714
54277.359,43000.0,1.985,0.24,0716+714
54321.234,43000.0,1.443,0.197,0716+714
54322.234,43000.0,1.434,0.199,0716+714
54365.109,43000.0,2.003,0.245,0716+714
54367.109,43000.0,1.86,0.227,0716+714
54391.067,43000.0,3.856,0.425,0716+714
54421.931,43000.0,2.205,0.302,0716+714
54423.932,43000.0,2.018,0.265,0716+714
54424.932,43000.0,2.078,0.26,0716+714
54437.932,43000.0,1.129,0.236,0716+714
54479.807,43000.0,1.425,0.224,0716+714
54480.806,43000.0,1.411,0.222,0716+714
54505.724,43000.0,0.771,0.115,0716+714
54506.722,43000.0,1.035,0.169,0716+714
54521.661,43000.0,0.822,0.122,0716+714
54521.682,43000.0,0.831,0.118,0716+714
54522.661,43000.0,0.75,0.105,0716+714
54522.682,43000.0,0.754,0.098,0716+714
54523.661,43000.0,1.022,0.134,0716+714
54523.682,43000.0,0.919,0.117,0716+714
54556.536,43000.0,1.413,0.173,0716+714
54556.556,43000.0,1.464,0.181,0716+714
54557.536,43000.0,1.399,0.192,0716+714
54557.557,43000.0,1.47,0.166,0716+714
54580.461,43000.0,1.862,0.236,0716+714
54595.387,43000.0,1.586,0.19,0716+714
54595.444,43000.0,1.748,0.218,0716+714
54596.493,43000.0,1.622,0.199,0716+714
54611.369,43000.0,1.761,0.196,0716+714
54611.39,43000.0,1.606,0.189,0716+714
54612.369,43000.0,1.787,0.216,0716+714
54612.39,43000.0,1.639,0.213,0716+714
54642.285,43000.0,2.243,0.343,0716+714
54642.308,43000.0,2.409,0.375,0716+714
54643.286,43000.0,2.376,0.323,0716+714
54643.307,43000.0,2.462,0.354,0716+714
54659.244,43000.0,3.478,0.577,0716+714
54659.265,43000.0,3.169,0.514,0716+714
54660.244,43000.0,3.356,0.542,0716+714
54660.265,43000.0,3.132,0.513,0716+714
54680.203,43000.0,5.537,0.61,0716+714
54680.224,43000.0,5.601,0.626,0716+714
54681.203,43000.0,5.551,0.635,0716+714
54681.223,43000.0,5.125,0.575,0716+714
54682.203,43000.0,4.872,0.554,0716+714
54682.223,43000.0,4.765,0.548,0716+714
54708.13,43000.0,4.289,0.496,0716+714
54708.14,43000.0,4.235,0.504,0716+714
54709.135,43000.0,3.378,0.387,0716+714
54710.13,43000.0,2.933,0.346,0716+714
54710.14,43000.0,2.957,0.374,0716+714
54744.067,43000.0,3.422,0.552,0716+714
54745.067,43000.0,2.881,0.456,0716+714
54779.932,43000.0,3.594,0.518,0716+714
54780.932,43000.0,3.516,0.5,0716+714
54781.932,43000.0,3.024,0.442,0716+714
54807.932,43000.0,2.243,0.316,0716+714
54808.932,43000.0,2.277,0.352,0716+714
54809.932,43000.0,2.389,0.383,0716+714
54840.807,43000.0,3.962,0.68,0716+714
54841.807,43000.0,3.494,0.606,0716+714
54842.806,43000.0,3.472,0.606,0716+714
54878.723,43000.0,3.317,0.534,0716+714
54879.723,43000.0,3.356,0.645,0716+714
54929.536,43000.0,2.56,0.286,0716+714
54929.557,43000.0,2.607,0.3,0716+714
54930.536,43000.0,2.867,0.324,0716+714
54930.557,43000.0,2.718,0.32,0716+714
54931.537,43000.0,2.984,0.344,0716+714
54931.557,43000.0,2.741,0.312,0716+714
54959.41,43000.0,1.327,0.2,0716+714
54959.432,43000.0,1.46,0.293,0716+714
54961.411,43000.0,1.066,0.151,0716+714
54961.432,43000.0,1.327,0.182,0716+714
55009.286,43000.0,1.187,0.173,0716+714
55009.307,43000.0,1.415,0.231,0716+714
55011.286,43000.0,1.03,0.161,0716+714
55011.305,43000.0,1.442,0.265,0716+714
55150.895,43000.0,4.663,0.635,0716+714
55150.94,43000.0,3.998,0.522,0716+714
55150.95,43000.0,4.156,0.521,0716+714
55150.97,43000.0,4.339,0.549,0716+714
55151.872,43000.0,5.045,0.638,0716+714
55151.901,43000.0,5.121,0.616,0716+714
55151.945,43000.0,4.565,0.575,0716+714
55151.955,43000.0,4.984,0.585,0716+714
55151.976,43000.0,4.913,0.6,0716+714
55152.895,43000.0,5.701,0.714,0716+714
55152.939,43000.0,4.906,0.598,0716+714
55152.95,43000.0,5.057,0.631,0716+714
55152.97,43000.0,5.01,0.639,0716+714
55152.991,43000.0,5.137,0.622,0716+714
55157.847,43000.0,5.503,0.653,0716+714
55157.914,43000.0,5.233,0.617,0716+714
55157.94,43000.0,4.913,0.629,0716+714
55157.985,43000.0,4.773,0.589,0716+714
55161.839,43000.0,6.022,0.911,0716+714
55161.905,43000.0,5.934,0.897,0716+714
55161.933,43000.0,5.71,0.854,0716+714
55163.903,43000.0,7.378,1.101,0716+714
55163.932,43000.0,6.891,0.932,0716+714
55163.953,43000.0,6.648,0.926,0716+714
55164.839,43000.0,7.412,0.978,0716+714
55164.904,43000.0,6.791,0.881,0716+714
55164.933,43000.0,6.859,0.892,0716+714
55164.954,43000.0,6.568,0.884,0716+714
55165.839,43000.0,6.736,0.88,0716+714
55165.904,43000.0,6.838,0.886,0716+714
55166.894,43000.0,6.606,0.868,0716+714
55166.924,43000.0,6.641,0.901,0716+714
55167.933,43000.0,7.252,1.073,0716+714
55168.933,43000.0,7.116,1.054,0716+714
55174.792,43000.0,8.366,1.02,0716+714
55174.858,43000.0,8.43,1.064,0716+714
55174.887,43000.0,8.437,1.081,0716+714
55174.929,43000.0,8.797,1.124,0716+714
55175.797,43000.0,8.203,1.007,0716+714
55175.863,43000.0,8.028,1.007,0716+714
55175.892,43000.0,7.916,1.006,0716+714
55175.934,43000.0,8.37,1.076,0716+714
55176.789,43000.0,8.585,1.055,0716+714
55176.867,43000.0,8.03,1.009,0716+714
55176.925,43000.0,8.732,1.122,0716+714
55178.868,43000.0,8.064,1.025,0716+714
55178.875,43000.0,8.341,1.084,0716+714
55178.898,43000.0,8.919,1.136,0716+714
55178.941,43000.0,8.497,1.099,0716+714
55181.795,43000.0,9.406,1.184,0716+714
55181.86,43000.0,9.209,1.186,0716+714
55184.816,43000.0,13.068,1.541,0716+714
55184.848,43000.0,10.974,1.347,0716+714
55184.89,43000.0,11.357,1.397,0716+714
55185.759,43000.0,10.894,1.288,0716+714
55185.833,43000.0,10.691,1.3,0716+714
55185.895,43000.0,10.241,1.267,0716+714
55186.764,43000.0,11.902,1.435,0716+714
55186.828,43000.0,11.542,1.443,0716+714
55186.835,43000.0,11.027,1.394,0716+714
55186.858,43000.0,11.681,1.48,0716+714
55186.9,43000.0,12.873,1.645,0716+714
55187.769,43000.0,10.47,1.433,0716+714
55187.839,43000.0,10.862,1.339,0716+714
55187.908,43000.0,10.966,1.432,0716+714
55188.753,43000.0,9.14,1.096,0716+714
55188.847,43000.0,8.848,1.108,0716+714
55188.889,43000.0,9.764,1.198,0716+714
55189.756,43000.0,8.515,1.041,0716+714
55189.853,43000.0,9.029,1.14,0716+714
55189.893,43000.0,9.659,1.244,0716+714
55209.807,43000.0,2.799,0.323,0716+714
55213.663,43000.0,2.535,0.313,0716+714
55213.759,43000.0,3.088,0.374,0716+714
55213.801,43000.0,3.244,0.374,0716+714
55214.807,43000.0,2.984,0.361,0716+714
53355.097,5000.0,1.042,0.024,0716+714
53355.164,5000.0,1.066,0.031,0716+714
53355.226,5000.0,1.045,0.035,0716+714
53357.217,5000.0,1.148,0.118,0716+714
53358.083,5000.0,1.058,0.045,0716+714
53358.153,5000.0,1.073,0.077,0716+714
53358.217,5000.0,1.064,0.099,0716+714
53360.083,5000.0,1.12,0.063,0716+714
53360.153,5000.0,1.105,0.063,0716+714
53383.778,5000.0,1.095,0.018,0716+714
53384.793,5000.0,1.093,0.018,0716+714
53444.655,5000.0,0.884,0.016,0716+714
53445.655,5000.0,0.869,0.016,0716+714
53454.734,5000.0,0.652,0.08,0716+714
53454.892,5000.0,0.613,0.08,0716+714
53456.807,5000.0,0.629,0.071,0716+714
53457.558,5000.0,0.647,0.083,0716+714
53477.812,5000.0,0.54,0.076,0716+714
53478.914,5000.0,0.561,0.076,0716+714
53510.773,5000.0,0.537,0.103,0716+714
53511.107,5000.0,0.579,0.078,0716+714
53511.362,5000.0,0.58,0.077,0716+714
53511.663,5000.0,0.612,0.088,0716+714
53543.567,5000.0,0.696,0.084,0716+714
53544.032,5000.0,0.727,0.098,0716+714
53544.345,5000.0,0.764,0.1,0716+714
53544.752,5000.0,0.717,0.085,0716+714
53577.341,5000.0,0.849,0.1,0716+714
53577.818,5000.0,0.848,0.084,0716+714
53578.11,5000.0,0.841,0.094,0716+714
53578.347,5000.0,0.885,0.075,0716+714
53587.812,5000.0,0.836,0.098,0716+714
53587.964,5000.0,0.821,0.083,0716+714
53605.74,5000.0,0.753,0.08,0716+714
53606.06,5000.0,0.792,0.086,0716+714
53638.964,5000.0,0.863,0.077,0716+714
53639.143,5000.0,0.884,0.071,0716+714
53639.355,5000.0,0.964,0.079,0716+714
53639.576,5000.0,0.971,0.09,0716+714
53640.074,5000.0,0.852,0.08,0716+714
53640.27,5000.0,0.956,0.078,0716+714
53723.949,5000.0,0.699,0.067,0716+714
53724.309,5000.0,0.726,0.096,0716+714
53764.036,5000.0,0.824,0.089,0716+714
53766.327,5000.0,0.81,0.086,0716+714
53770.791,5000.0,0.81,0.077,0716+714
53770.807,5000.0,0.754,0.074,0716+714
53826.809,5000.0,0.628,0.072,0716+714
53826.817,5000.0,0.822,0.076,0716+714
53851.718,5000.0,0.622,0.082,0716+714
53851.727,5000.0,0.697,0.075,0716+714
53974.466,5000.0,0.943,0.108,0716+714
53974.475,5000.0,0.969,0.071,0716+714
54012.347,5000.0,0.757,0.089,0716+714
54012.357,5000.0,0.822,0.076,0716+714
54023.374,5000.0,0.869,0.053,0716+714
54023.383,5000.0,0.909,0.058,0716+714
54200.034,5000.0,0.684,0.082,0716+714
54200.043,5000.0,0.722,0.095,0716+714
54289.868,5000.0,0.779,0.102,0716+714
54289.878,5000.0,0.847,0.119,0716+714
54296.653,5000.0,0.725,0.105,0716+714
54296.662,5000.0,0.692,0.116,0716+714
54374.363,5000.0,0.821,0.064,0716+714
54374.373,5000.0,0.728,0.075,0716+714
54563.748,5000.0,0.765,0.059,0716+714
54563.757,5000.0,0.674,0.062,0716+714
54723.987,5000.0,1.306,0.156,0716+714
54912.744,5000.0,1.221,0.302,0716+714
54953.718,5000.0,1.282,0.497,0716+714
54953.728,5000.0,1.157,0.358,0716+714
55002.56,5000.0,1.027,0.38,0716+714
55002.57,5000.0,1.016,0.365,0716+714
55034.413,5000.0,0.863,0.198,0716+714
55034.423,5000.0,1.008,0.327,0716+714
55062.433,5000.0,0.825,0.188,0716+714
55062.442,5000.0,0.89,0.255,0716+714
55099.444,5000.0,0.847,0.084,0716+714
55099.454,5000.0,0.855,0.075,0716+714
55122.026,5000.0,1.508,0.087,0716+714
55122.036,5000.0,1.025,0.068,0716+714
55209.9,5000.0,1.476,0.226,0716+714
55209.909,5000.0,1.558,0.145,0716+714
53349.172,8000.0,1.364,0.077,0716+714
53349.293,8000.0,1.28,0.111,0716+714
53349.387,8000.0,1.547,0.066,0716+714
53349.461,8000.0,1.472,0.094,0716+714
53349.493,8000.0,1.506,0.083,0716+714
53349.819,8000.0,1.371,0.083,0716+714
53349.929,8000.0,1.411,0.065,0716+714
53350.007,8000.0,1.379,0.059,0716+714
53350.093,8000.0,1.367,0.06,0716+714
53350.186,8000.0,1.349,0.061,0716+714
53350.302,8000.0,1.506,0.067,0716+714
53350.434,8000.0,1.43,0.076,0716+714
53350.554,8000.0,1.42,0.086,0716+714
53350.792,8000.0,1.392,0.071,0716+714
53350.975,8000.0,1.504,0.063,0716+714
53351.051,8000.0,1.397,0.063,0716+714
53351.156,8000.0,1.341,0.063,0716+714
53351.271,8000.0,1.281,0.063,0716+714
53351.399,8000.0,1.422,0.076,0716+714
53351.518,8000.0,1.45,0.101,0716+714
53351.655,8000.0,1.414,0.073,0716+714
53351.78,8000.0,1.463,0.08,0716+714
53351.868,8000.0,1.428,0.058,0716+714
53351.97,8000.0,1.42,0.061,0716+714
53352.046,8000.0,1.274,0.059,0716+714
53352.136,8000.0,1.323,0.062,0716+714
53352.515,8000.0,1.394,0.088,0716+714
53382.754,8000.0,1.183,0.038,0716+714
53382.791,8000.0,1.24,0.04,0716+714
53382.829,8000.0,1.291,0.041,0716+714
53387.906,8000.0,1.226,0.072,0716+714
53412.717,8000.0,0.931,0.028,0716+714
53412.759,8000.0,0.972,0.029,0716+714
53418.118,8000.0,0.898,0.064,0716+714
53451.592,8000.0,0.718,0.012,0716+714
53456.998,8000.0,0.64,0.087,0716+714
53457.389,8000.0,0.652,0.096,0716+714
53463.53,8000.0,0.538,0.017,0716+714
53463.573,8000.0,0.583,0.013,0716+714
53464.573,8000.0,0.594,0.042,0716+714
53478.004,8000.0,0.468,0.085,0716+714
53478.727,8000.0,0.445,0.07,0716+714
53510.927,8000.0,0.618,0.073,0716+714
53511.504,8000.0,0.565,0.07,0716+714
53545.302,8000.0,0.722,0.125,0716+714
53576.885,8000.0,1.019,0.149,0716+714
53577.999,8000.0,0.924,0.097,0716+714
53587.901,8000.0,0.828,0.159,0716+714
53588.017,8000.0,0.866,0.115,0716+714
53605.506,8000.0,0.952,0.075,0716+714
53605.924,8000.0,0.943,0.093,0716+714
53637.733,8000.0,1.182,0.091,0716+714
53698.61,8000.0,0.605,0.15,0716+714
53698.907,8000.0,0.626,0.065,0716+714
53720.834,8000.0,0.804,0.063,0716+714
53722.023,8000.0,0.813,0.056,0716+714
53741.806,8000.0,0.803,0.019,0716+714
53743.342,8000.0,0.915,0.075,0716+714
53771.804,8000.0,0.78,0.087,0716+714
53771.82,8000.0,0.881,0.074,0716+714
53804.754,8000.0,0.648,0.065,0716+714
53804.767,8000.0,0.624,0.064,0716+714
53835.372,8000.0,0.807,0.111,0716+714
53835.382,8000.0,0.788,0.102,0716+714
53835.478,8000.0,0.669,0.083,0716+714
53835.533,8000.0,0.824,0.13,0716+714
53835.542,8000.0,0.696,0.094,0716+714
53835.642,8000.0,0.712,0.084,0716+714
53835.651,8000.0,0.647,0.082,0716+714
53835.758,8000.0,0.679,0.171,0716+714
53835.803,8000.0,0.528,0.151,0716+714
53835.864,8000.0,0.597,0.122,0716+714
53835.874,8000.0,0.752,0.1,0716+714
53835.918,8000.0,0.797,0.131,0716+714
53835.927,8000.0,0.628,0.094,0716+714
53836.038,8000.0,0.72,0.182,0716+714
53836.093,8000.0,0.752,0.155,0716+714
53836.151,8000.0,0.663,0.182,0716+714
53836.16,8000.0,0.7,0.112,0716+714
53836.205,8000.0,0.57,0.108,0716+714
53836.214,8000.0,0.583,0.111,0716+714
53836.265,8000.0,0.685,0.1,0716+714
53836.274,8000.0,0.603,0.101,0716+714
53836.325,8000.0,0.733,0.115,0716+714
53836.334,8000.0,0.667,0.103,0716+714
53836.376,8000.0,0.713,0.132,0716+714
53836.52,8000.0,0.722,0.188,0716+714
53836.571,8000.0,0.56,0.197,0716+714
53836.624,8000.0,0.692,0.105,0716+714
53836.633,8000.0,0.621,0.133,0716+714
53836.68,8000.0,0.608,0.101,0716+714
