Source,Freq,MJD_1,MJD_2,MJD_diff,Flux_1,Flux_2,Flux_diff
0336-019,8000.0,53720.854,53742.736,21.881999999997788,1.999,1.923,-0.07600000000000007
0336-019,8000.0,53720.854,53743.875,23.02100000000064,1.999,2.01,0.010999999999999677
0336-019,8000.0,53720.854,53765.684,44.830000000001746,1.999,2.049,0.04999999999999982
0336-019,8000.0,53721.921,53741.69,19.769000000000233,1.976,2.046,0.06999999999999984
0336-019,8000.0,53721.921,53742.736,20.814999999995052,1.976,1.923,-0.052999999999999936
0336-019,8000.0,53721.921,53743.875,21.953999999997905,1.976,2.01,0.03399999999999981
0336-019,8000.0,53721.921,53765.684,43.76299999999901,1.976,2.049,0.07299999999999995
0336-019,8000.0,53722.043,53741.69,19.647000000004482,2.13,2.046,-0.08400000000000007
0336-019,8000.0,53722.043,53742.736,20.6929999999993,2.13,1.923,-0.20699999999999985
0336-019,8000.0,53722.043,53743.875,21.832000000002154,2.13,2.01,-0.1200000000000001
0336-019,8000.0,53722.043,53765.684,43.64100000000326,2.13,2.049,-0.08099999999999996
0336-019,8000.0,53722.748,53741.69,18.942000000002736,2.079,2.046,-0.03300000000000036
0336-019,8000.0,53722.748,53742.736,19.987999999997555,2.079,1.923,-0.15600000000000014
0336-019,8000.0,53722.748,53743.875,21.127000000000407,2.079,2.01,-0.0690000000000004
0336-019,8000.0,53722.748,53765.684,42.93600000000151,2.079,2.049,-0.03000000000000025
0336-019,8000.0,53741.69,53765.684,23.993999999998778,2.046,2.049,0.0030000000000001137
0336-019,8000.0,53741.69,53771.683,29.992999999994936,2.046,2.023,-0.022999999999999687
0336-019,8000.0,53741.69,53771.692,30.002000000000407,2.046,2.004,-0.041999999999999815
0336-019,8000.0,53742.736,53765.684,22.948000000003958,1.923,2.049,0.1259999999999999
0336-019,8000.0,53742.736,53771.683,28.947000000000116,1.923,2.023,0.10000000000000009
0336-019,8000.0,53742.736,53771.692,28.956000000005588,1.923,2.004,0.08099999999999996
0336-019,8000.0,53743.875,53765.684,21.809000000001106,2.01,2.049,0.039000000000000146
0336-019,8000.0,53743.875,53771.683,27.807999999997264,2.01,2.023,0.013000000000000345
0336-019,8000.0,53743.875,53771.692,27.817000000002736,2.01,2.004,-0.005999999999999783
0336-019,8000.0,53765.684,53804.611,38.92699999999604,2.049,2.008,-0.040999999999999925
0336-019,8000.0,53765.684,53804.619,38.93499999999767,2.049,2.292,0.24299999999999988
0336-019,8000.0,53765.684,53804.628,38.94399999999587,2.049,2.315,0.266
0336-019,8000.0,53771.683,53804.611,32.927999999999884,2.023,2.008,-0.015000000000000124
0336-019,8000.0,53771.683,53804.619,32.93600000000151,2.023,2.292,0.2689999999999997
0336-019,8000.0,53771.683,53804.628,32.94499999999971,2.023,2.315,0.2919999999999998
0336-019,8000.0,53771.692,53804.611,32.91899999999441,2.004,2.008,0.0040000000000000036
0336-019,8000.0,53771.692,53804.619,32.92699999999604,2.004,2.292,0.2879999999999998
0336-019,8000.0,53771.692,53804.628,32.93599999999424,2.004,2.315,0.31099999999999994
0336-019,8000.0,53956.266,53974.19,17.92399999999907,2.523,2.368,-0.15500000000000025
0336-019,8000.0,53974.19,54011.086,36.89600000000064,2.368,2.45,0.0820000000000003
0336-019,8000.0,54011.086,54037.987,26.90099999999802,2.45,2.367,-0.08300000000000018
0336-019,8000.0,54023.008,54058.882,35.87399999999616,2.456,2.592,0.13600000000000012
0336-019,8000.0,54037.987,54058.882,20.8949999999968,2.367,2.592,0.2250000000000001
0336-019,8000.0,54037.987,54079.859,41.87199999999575,2.367,2.311,-0.05600000000000005
0336-019,8000.0,54058.882,54079.859,20.976999999998952,2.592,2.311,-0.28100000000000014
0336-019,8000.0,54058.882,54098.822,39.94000000000233,2.592,2.444,-0.14800000000000013
0336-019,8000.0,54079.859,54098.822,18.963000000003376,2.311,2.444,0.133
0336-019,8000.0,54079.859,54121.765,41.90600000000268,2.311,2.277,-0.03399999999999981
0336-019,8000.0,54098.822,54121.765,22.9429999999993,2.444,2.277,-0.16699999999999982
0336-019,8000.0,54121.765,54149.669,27.90400000000227,2.277,2.094,-0.18300000000000027
0336-019,8000.0,54199.545,54220.559,21.014000000002852,2.123,2.312,0.1889999999999996
0336-019,8000.0,54199.545,54220.559,21.014000000002852,2.123,2.312,0.1889999999999996
0336-019,8000.0,54275.23,54296.288,21.057999999997264,2.169,2.187,0.017999999999999794
0336-019,8000.0,54289.217,54325.24,36.02300000000105,2.166,2.457,0.2909999999999999
0336-019,8000.0,54296.288,54325.24,28.951999999997497,2.187,2.457,0.27
0336-019,8000.0,54325.24,54344.151,18.911000000000058,2.457,2.374,-0.08299999999999974
0336-019,8000.0,54344.151,54373.038,28.887000000002445,2.374,2.541,0.16699999999999982
0336-019,8000.0,54434.878,54476.785,41.90700000000652,2.685,2.324,-0.3610000000000002
0336-019,8000.0,54476.785,54512.63,35.84499999999389,2.324,2.35,0.026000000000000245
0336-019,8000.0,54562.655,54605.552,42.89700000000448,2.137,2.144,0.007000000000000117
0336-019,8000.0,54576.647,54605.552,28.905000000006112,2.391,2.144,-0.2469999999999999
0336-019,8000.0,54605.552,54640.463,34.91100000000006,2.144,2.253,0.10899999999999999
0336-019,8000.0,54640.463,54667.376,26.91299999999319,2.253,2.319,0.06599999999999984
0336-019,8000.0,54652.408,54688.328,35.919999999998254,2.238,2.293,0.05500000000000016
0336-019,8000.0,54667.376,54688.328,20.952000000004773,2.319,2.293,-0.0259999999999998
0336-019,8000.0,55003.341,55035.311,31.970000000001164,1.82,2.168,0.3480000000000001
0336-019,8000.0,55035.311,55064.153,28.841999999996915,2.168,2.207,0.0389999999999997
0336-019,8000.0,55035.311,55077.182,41.870999999999185,2.168,2.254,0.08599999999999985
0336-019,8000.0,55064.153,55101.079,36.925999999999476,2.207,2.187,-0.020000000000000018
0336-019,8000.0,55077.182,55101.079,23.896999999997206,2.254,2.187,-0.06700000000000017
0336-019,8000.0,55101.079,55123.05,21.971000000005006,2.187,2.097,-0.08999999999999986
0336-019,8305.0,55916.78516,55943.67969,26.894529999997758,3.2201,3.1801,-0.040000000000000036
0336-019,8305.0,55943.67969,55973.57031,29.890620000005583,3.1801,3.0357,-0.14440000000000008
0336-019,8305.0,55973.57031,56002.51172,28.94140999999945,3.0357,3.1596,0.12390000000000034
0336-019,8305.0,56002.51172,56033.38672,30.875,3.1596,3.3787,0.21909999999999963
0336-019,8305.0,56033.38672,56068.35938,34.97265999999945,3.3787,3.3984,0.019700000000000273
0336-019,8305.0,56068.35938,56096.52344,28.164059999995516,3.3984,3.5956,0.19720000000000004
0336-019,8305.0,56096.52344,56141.10547,44.582030000005034,3.5956,3.2632,-0.33240000000000025
0336-019,8305.0,56096.52344,56141.19141,44.66797000000224,3.5956,3.3033,-0.2923
0336-019,8305.0,56141.10547,56176.03906,34.93359000000055,3.2632,3.1389,-0.12429999999999986
0336-019,8305.0,56141.19141,56176.03906,34.84765000000334,3.3033,3.1389,-0.1644000000000001
0336-019,8305.0,56272.9375,56313.93359,40.99609000000055,2.5925,3.5341,0.9416000000000002
0336-019,8305.0,56273.07812,56313.93359,40.85547000000224,3.3953,3.5341,0.1387999999999998
0336-019,8305.0,56393.66406,56419.57812,25.914059999995516,2.9865,3.1357,0.1492
0336-019,8305.0,58659.2455,58688.16839,28.922890000001644,1.6463,1.4506,-0.1957000000000002
0336-019,8305.0,58776.92732,58808.84134,31.914019999996526,1.2533,1.0619,-0.19140000000000001
0336-019,8305.0,59073.1053,59104.02805,30.922749999997905,0.9772,0.9193,-0.05789999999999995
0336-019,8305.0,59104.02805,59130.95909,26.931039999995846,0.9193,0.9898,0.07050000000000001
0336-019,8305.0,59130.95909,59164.86118,33.90209000000323,0.9898,0.9448,-0.04500000000000004
0336-019,8305.0,59164.86118,59197.77453,32.91335000000254,0.9448,0.9707,0.025900000000000034
0336-019,8305.0,59197.77453,59230.68171,32.907179999994696,0.9707,0.884,-0.0867
0336-019,8305.0,59230.68171,59261.6056,30.923890000005485,0.884,1.0038,0.11980000000000002
0336-019,8305.0,59261.6056,59292.51479,30.90918999999849,1.0038,0.9173,-0.08650000000000002
0336-019,8305.0,59261.6056,59297.50446,35.898859999993874,1.0038,0.9672,-0.03660000000000008
0336-019,8305.0,59354.34476,59391.24258,36.89781999999832,0.8638,0.8872,0.023399999999999976
0336-019,8305.0,59391.24258,59416.17111,24.928530000004685,0.8872,0.8616,-0.025599999999999956
0336-019,8305.0,59416.17111,59455.06557,38.89445999999589,0.8616,0.9638,0.10219999999999996
0336-019,8305.0,59416.17111,59456.06616,39.89504999999917,0.8616,0.8316,-0.030000000000000027
0336-019,8305.0,59455.06557,59481.99918,26.933610000000044,0.9638,0.7909,-0.17289999999999994
0336-019,8305.0,59456.06616,59481.99918,25.93301999999676,0.8316,0.7909,-0.04069999999999996
0336-019,8305.0,59481.99918,59506.92623,24.927049999998417,0.7909,0.7829,-0.008000000000000007
0336-019,8305.0,59506.92623,59547.81588,40.88965000000462,0.7829,0.7324,-0.05049999999999999
0336-019,8305.0,59547.81588,59568.75883,20.942949999996927,0.7324,0.7697,0.0373
0336-019,8305.0,59568.75883,59593.68589,24.927060000001802,0.7697,0.7686,-0.001100000000000101
0336-019,8305.0,59568.75883,59593.68589,24.927060000001802,0.7697,0.7686,-0.001100000000000101
0336-019,8305.0,59593.68589,59632.58695,38.901059999996505,0.7686,0.6324,-0.1362
0336-019,8305.0,59593.68589,59632.58695,38.901059999996505,0.7686,0.6324,-0.1362
0336-019,8305.0,59632.58695,59662.49953,29.9125800000038,0.6324,0.709,0.0766
0336-019,8305.0,59662.49953,59689.44035,26.940819999996165,0.709,0.66,-0.04899999999999993
0336-019,8305.0,59689.44035,59718.35979,28.919440000005125,0.66,0.6374,-0.022600000000000064
0336-019,8305.0,59870.94466,59907.83173,36.88706999999704,0.6955,0.6463,-0.04920000000000002
0336-019,8305.0,59907.83173,59932.77313,24.94140000000334,0.6463,0.6469,0.0006000000000000449
0336-019,8305.0,59932.77313,59972.66983,39.89669999999751,0.6469,0.648,0.0010999999999999899
0336-019,8305.0,59972.66983,59997.59833,24.928500000001804,0.648,0.6386,-0.009400000000000075
0336-019,8305.0,60116.26546,60152.1644,35.89893999999913,0.9051,1.1077,0.2025999999999999
0336-019,8305.0,60152.1644,60179.08767,26.92326999999932,1.1077,0.9853,-0.12239999999999995
0336-019,8305.0,60179.08767,60206.00745,26.919779999996535,0.9853,1.142,0.15669999999999995
0336-019,8520.0,56700.82486,56742.75494,41.93007999999827,2.3606,2.2481,-0.11249999999999982
0336-019,8520.0,57056.82056,57101.73689,44.916330000000016,1.8376,1.6619,-0.17569999999999997
0336-019,8520.0,57240.12166,57276.02023,35.89857000000484,2.6752,3.0132,0.3380000000000001
0336-019,8520.0,57276.02023,57300.93083,24.91059999999561,3.0132,2.9554,-0.05779999999999985
0336-019,8520.0,57300.93083,57336.85276,35.92193000000407,2.9554,2.9919,0.036499999999999755
0336-019,8520.0,57336.85276,57370.77785,33.925089999997,2.9919,3.0756,0.08370000000000033
0336-019,8520.0,57370.77785,57400.71382,29.935969999998633,3.0756,2.9675,-0.10810000000000031
0336-019,8520.0,57400.71382,57433.5671,32.853280000003,2.9675,2.7062,-0.26129999999999987
0336-019,8520.0,57498.4324,57526.39934,27.966940000005707,2.8949,2.8254,-0.06949999999999967
0336-019,8520.0,57526.39934,57560.20529,33.80594999999448,2.8254,2.6368,-0.1886000000000001
0336-019,8520.0,57560.20529,57582.16007,21.954780000000028,2.6368,2.5731,-0.06369999999999987
0336-019,8520.0,57721.09211,57738.03693,16.944820000004256,2.3649,2.5407,0.17580000000000018
0336-019,8520.0,57837.49873,57875.38069,37.8819599999988,2.0536,2.1243,0.07069999999999999
0336-019,8520.0,57875.38069,57920.32849,44.947800000001735,2.1243,2.2142,0.08990000000000009
0336-019,8520.0,57920.32849,57947.17482,26.846330000000307,2.2142,2.434,0.21980000000000022
0336-019,8520.0,57947.17482,57982.16812,34.99330000000191,2.434,2.3265,-0.10750000000000037
0336-019,8520.0,58224.45303,58254.36956,29.91653000000224,2.2486,2.1842,-0.06440000000000001
0336-019,8520.0,58383.01017,58406.94407,23.933899999996356,2.0001,2.0701,0.06999999999999984
0336-019,8520.0,58406.94407,58438.86049,31.91642000000138,2.0701,2.0643,-0.005800000000000249
0336-019,8520.0,58438.86049,58467.7502,28.889710000003106,2.0643,1.9793,-0.08499999999999974
0336-019,8520.0,58467.7502,58499.67587,31.9256699999969,1.9793,1.751,-0.22830000000000017
0336-019,8520.0,58499.67587,58532.57348,32.897609999999986,1.751,1.7457,-0.00529999999999986
0336-019,8520.0,58532.57348,58556.51142,23.937940000003437,1.7457,1.7637,0.018000000000000016
0336-019,8520.0,58556.51142,58588.42226,31.910839999996824,1.7637,1.5662,-0.1975
0336-019,22000.0,53698.998,53720.926,21.927999999999884,1.899,1.957,0.05800000000000005
0336-019,22000.0,53698.998,53722.825,23.826999999997497,1.899,2.084,0.18500000000000005
0336-019,22000.0,53698.998,53742.921,43.9230000000025,1.899,1.811,-0.08800000000000008
0336-019,22000.0,53698.998,53743.946,44.94800000000396,1.899,1.619,-0.28
0336-019,22000.0,53699.006,53720.926,21.919999999998254,1.822,1.957,0.135
0336-019,22000.0,53699.006,53722.825,23.818999999995867,1.822,2.084,0.262
0336-019,22000.0,53699.006,53742.921,43.91500000000087,1.822,1.811,-0.01100000000000012
0336-019,22000.0,53699.006,53743.946,44.94000000000233,1.822,1.619,-0.20300000000000007
0336-019,22000.0,53720.926,53742.921,21.99500000000262,1.957,1.811,-0.14600000000000013
0336-019,22000.0,53720.926,53743.946,23.020000000004075,1.957,1.619,-0.3380000000000001
0336-019,22000.0,53720.926,53750.667,29.741000000001804,1.957,2.11,0.1529999999999998
0336-019,22000.0,53720.926,53765.865,44.93899999999849,1.957,1.995,0.038000000000000034
0336-019,22000.0,53722.825,53742.921,20.096000000005006,2.084,1.811,-0.27300000000000013
0336-019,22000.0,53722.825,53743.946,21.12100000000646,2.084,1.619,-0.4650000000000001
0336-019,22000.0,53722.825,53750.667,27.84200000000419,2.084,2.11,0.0259999999999998
0336-019,22000.0,53722.825,53765.865,43.04000000000087,2.084,1.995,-0.08899999999999997
0336-019,22000.0,53722.825,53766.712,43.887000000002445,2.084,1.779,-0.30500000000000016
0336-019,22000.0,53722.825,53766.719,43.89400000000023,2.084,1.863,-0.22100000000000009
0336-019,22000.0,53742.921,53765.865,22.943999999995867,1.811,1.995,0.18400000000000016
0336-019,22000.0,53742.921,53766.712,23.79099999999744,1.811,1.779,-0.03200000000000003
0336-019,22000.0,53742.921,53766.719,23.797999999995227,1.811,1.863,0.052000000000000046
0336-019,22000.0,53742.921,53772.722,29.800999999999476,1.811,2.083,0.27200000000000024
0336-019,22000.0,53742.921,53772.731,29.80999999999767,1.811,2.139,0.32799999999999985
0336-019,22000.0,53743.946,53765.865,21.918999999994412,1.619,1.995,0.3760000000000001
0336-019,22000.0,53743.946,53766.712,22.765999999995984,1.619,1.779,0.15999999999999992
0336-019,22000.0,53743.946,53766.719,22.772999999993772,1.619,1.863,0.244
0336-019,22000.0,53743.946,53772.722,28.77599999999802,1.619,2.083,0.4640000000000002
0336-019,22000.0,53743.946,53772.731,28.784999999996217,1.619,2.139,0.5199999999999998
0336-019,22000.0,53750.667,53765.865,15.197999999996682,2.11,1.995,-0.11499999999999977
0336-019,22000.0,53750.667,53766.712,16.044999999998254,2.11,1.779,-0.33099999999999996
0336-019,22000.0,53750.667,53766.719,16.051999999996042,2.11,1.863,-0.2469999999999999
0336-019,22000.0,53750.667,53772.722,22.05500000000029,2.11,2.083,-0.02699999999999969
0336-019,22000.0,53750.667,53772.731,22.063999999998487,2.11,2.139,0.028999999999999915
0336-019,22000.0,53765.865,53805.579,39.71399999999994,1.995,2.608,0.613
0336-019,22000.0,53765.865,53805.588,39.72300000000541,1.995,2.387,0.3919999999999999
0336-019,22000.0,53766.712,53805.579,38.86699999999837,1.779,2.608,0.8290000000000002
0336-019,22000.0,53766.712,53805.588,38.87600000000384,1.779,2.387,0.6080000000000001
0336-019,22000.0,53766.719,53805.579,38.86000000000058,1.863,2.608,0.7450000000000001
0336-019,22000.0,53766.719,53805.588,38.869000000006054,1.863,2.387,0.524
0336-019,22000.0,53772.722,53805.579,32.85699999999633,2.083,2.608,0.5249999999999999
0336-019,22000.0,53772.722,53805.588,32.866000000001804,2.083,2.387,0.3039999999999998
0336-019,22000.0,53772.731,53805.579,32.84799999999814,2.139,2.608,0.4690000000000003
0336-019,22000.0,53772.731,53805.588,32.85700000000361,2.139,2.387,0.24800000000000022
0336-019,22000.0,53805.579,53849.48,43.9010000000053,2.608,1.791,-0.8170000000000002
0336-019,22000.0,53805.579,53849.489,43.91000000000349,2.608,1.826,-0.782
0336-019,22000.0,53805.588,53849.48,43.891999999999825,2.387,1.791,-0.5960000000000001
0336-019,22000.0,53805.588,53849.489,43.90099999999802,2.387,1.826,-0.5609999999999999
0336-019,22000.0,53927.283,53955.181,27.897999999993772,2.962,2.382,-0.5800000000000001
0336-019,22000.0,53927.283,53955.19,27.906999999999243,2.962,2.656,-0.30600000000000005
0336-019,22000.0,53955.181,53973.139,17.958000000005995,2.382,2.024,-0.3580000000000001
0336-019,22000.0,53955.181,53973.148,17.96700000000419,2.382,2.203,-0.17900000000000027
0336-019,22000.0,53955.19,53973.139,17.949000000000524,2.656,2.024,-0.6320000000000001
0336-019,22000.0,53955.19,53973.148,17.95799999999872,2.656,2.203,-0.4530000000000003
0336-019,22000.0,53973.139,54009.999,36.86000000000058,2.024,2.384,0.3599999999999999
0336-019,22000.0,53973.139,54010.008,36.86899999999878,2.024,2.398,0.3740000000000001
0336-019,22000.0,53973.148,54009.999,36.85100000000239,2.203,2.384,0.18100000000000005
0336-019,22000.0,53973.148,54010.008,36.86000000000058,2.203,2.398,0.19500000000000028
0336-019,22000.0,54021.982,54057.847,35.86499999999796,2.457,2.212,-0.24499999999999966
0336-019,22000.0,54021.982,54057.856,35.87399999999616,2.457,2.833,0.37600000000000033
0336-019,22000.0,54021.982,54057.875,35.89299999999639,2.457,2.62,0.16300000000000026
0336-019,22000.0,54021.992,54057.847,35.8550000000032,2.763,2.212,-0.5509999999999997
0336-019,22000.0,54021.992,54057.856,35.8640000000014,2.763,2.833,0.07000000000000028
0336-019,22000.0,54021.992,54057.875,35.88300000000163,2.763,2.62,-0.1429999999999998
0336-019,22000.0,54057.847,54097.787,39.93999999999505,2.212,2.064,-0.14800000000000013
0336-019,22000.0,54057.847,54097.796,39.949000000000524,2.212,2.129,-0.08300000000000018
0336-019,22000.0,54057.847,54097.806,39.958999999995285,2.212,1.999,-0.21300000000000008
0336-019,22000.0,54057.856,54097.787,39.93099999999686,2.833,2.064,-0.7690000000000001
0336-019,22000.0,54057.856,54097.796,39.94000000000233,2.833,2.129,-0.7040000000000002
0336-019,22000.0,54057.856,54097.806,39.94999999999709,2.833,1.999,-0.8340000000000001
0336-019,22000.0,54057.875,54097.787,39.911999999996624,2.62,2.064,-0.556
0336-019,22000.0,54057.875,54097.796,39.921000000002095,2.62,2.129,-0.4910000000000001
0336-019,22000.0,54057.875,54097.806,39.93099999999686,2.62,1.999,-0.621
0336-019,22000.0,54097.787,54120.722,22.935000000004948,2.064,1.982,-0.08200000000000007
0336-019,22000.0,54097.787,54120.741,22.95400000000518,2.064,2.251,0.18699999999999983
0336-019,22000.0,54097.796,54120.722,22.925999999999476,2.129,1.982,-0.14700000000000002
0336-019,22000.0,54097.796,54120.741,22.94499999999971,2.129,2.251,0.12199999999999989
0336-019,22000.0,54097.806,54120.722,22.916000000004715,1.999,1.982,-0.017000000000000126
0336-019,22000.0,54097.806,54120.741,22.935000000004948,1.999,2.251,0.2519999999999998
0336-019,22000.0,54120.722,54148.66,27.93800000000192,1.982,1.886,-0.09600000000000009
0336-019,22000.0,54120.722,54148.669,27.947000000000116,1.982,2.098,0.11599999999999988
0336-019,22000.0,54120.722,54148.678,27.955999999998312,1.982,1.844,-0.1379999999999999
0336-019,22000.0,54120.741,54148.66,27.919000000001688,2.251,1.886,-0.365
0336-019,22000.0,54120.741,54148.669,27.927999999999884,2.251,2.098,-0.15300000000000002
0336-019,22000.0,54120.741,54148.678,27.93699999999808,2.251,1.844,-0.4069999999999998
0336-019,22000.0,54198.452,54219.466,21.014000000002852,1.911,1.51,-0.401
0336-019,22000.0,54198.452,54219.466,21.014000000002852,1.911,1.51,-0.401
0336-019,22000.0,54198.452,54219.475,21.023000000001048,1.911,1.679,-0.23199999999999998
0336-019,22000.0,54198.452,54219.475,21.023000000001048,1.911,1.679,-0.23199999999999998
0336-019,22000.0,54198.452,54219.484,21.031999999999243,1.911,1.417,-0.494
0336-019,22000.0,54198.452,54219.484,21.031999999999243,1.911,1.417,-0.494
0336-019,22000.0,54198.452,54219.494,21.04200000000128,1.911,1.336,-0.575
0336-019,22000.0,54198.452,54219.494,21.04200000000128,1.911,1.336,-0.575
0336-019,22000.0,54198.48,54219.466,20.985999999997148,1.792,1.51,-0.28200000000000003
0336-019,22000.0,54198.48,54219.466,20.985999999997148,1.792,1.51,-0.28200000000000003
0336-019,22000.0,54198.48,54219.475,20.994999999995343,1.792,1.679,-0.11299999999999999
0336-019,22000.0,54198.48,54219.475,20.994999999995343,1.792,1.679,-0.11299999999999999
0336-019,22000.0,54198.48,54219.484,21.00399999999354,1.792,1.417,-0.375
0336-019,22000.0,54198.48,54219.484,21.00399999999354,1.792,1.417,-0.375
0336-019,22000.0,54198.48,54219.494,21.013999999995576,1.792,1.336,-0.45599999999999996
0336-019,22000.0,54198.48,54219.494,21.013999999995576,1.792,1.336,-0.45599999999999996
0336-019,22000.0,54274.258,54294.367,20.10899999999674,1.462,1.983,0.5210000000000001
0336-019,22000.0,54274.258,54294.376,20.117999999994936,1.462,2.428,0.966
0336-019,22000.0,54274.267,54294.367,20.099999999998545,1.804,1.983,0.17900000000000005
0336-019,22000.0,54274.267,54294.376,20.10899999999674,1.804,2.428,0.6239999999999999
0336-019,22000.0,54288.273,54324.129,35.85599999999977,1.406,2.55,1.144
0336-019,22000.0,54288.273,54324.138,35.86499999999796,1.406,3.338,1.9320000000000002
0336-019,22000.0,54288.273,54324.148,35.875,1.406,2.257,0.8510000000000002
0336-019,22000.0,54288.273,54324.157,35.883999999998196,1.406,2.034,0.6279999999999999
0336-019,22000.0,54288.283,54324.129,35.84599999999773,1.564,2.55,0.9859999999999998
0336-019,22000.0,54288.283,54324.138,35.854999999995925,1.564,3.338,1.774
0336-019,22000.0,54288.283,54324.148,35.86499999999796,1.564,2.257,0.6930000000000001
0336-019,22000.0,54288.283,54324.157,35.87399999999616,1.564,2.034,0.46999999999999975
0336-019,22000.0,54294.367,54324.129,29.762000000002445,1.983,2.55,0.5669999999999997
0336-019,22000.0,54294.367,54324.138,29.77100000000064,1.983,3.338,1.355
0336-019,22000.0,54294.367,54324.148,29.781000000002678,1.983,2.257,0.274
0336-019,22000.0,54294.367,54324.157,29.790000000000873,1.983,2.034,0.05099999999999971
0336-019,22000.0,54294.376,54324.129,29.75300000000425,2.428,2.55,0.12199999999999989
0336-019,22000.0,54294.376,54324.138,29.762000000002445,2.428,3.338,0.9100000000000001
0336-019,22000.0,54294.376,54324.148,29.772000000004482,2.428,2.257,-0.17099999999999982
0336-019,22000.0,54294.376,54324.157,29.781000000002678,2.428,2.034,-0.39400000000000013
0336-019,22000.0,54324.129,54346.141,22.012000000002445,2.55,2.47,-0.07999999999999963
0336-019,22000.0,54324.138,54346.141,22.00300000000425,3.338,2.47,-0.8679999999999999
0336-019,22000.0,54324.148,54346.141,21.993000000002212,2.257,2.47,0.21300000000000008
0336-019,22000.0,54324.157,54346.141,21.984000000004016,2.034,2.47,0.4360000000000004
0336-019,22000.0,54346.141,54372.119,25.977999999995518,2.47,2.768,0.2979999999999996
0336-019,22000.0,54346.141,54372.128,25.986999999993714,2.47,2.363,-0.1070000000000002
0336-019,22000.0,54346.141,54386.066,39.924999999995634,2.47,3.077,0.6069999999999998
0336-019,22000.0,54346.141,54386.075,39.93399999999383,2.47,3.188,0.718
0336-019,22000.0,54456.878,54478.828,21.950000000004366,3.433,1.39,-2.043
0336-019,22000.0,54456.878,54478.837,21.95900000000256,3.433,2.643,-0.79
0336-019,22000.0,54456.887,54478.828,21.940999999998894,2.218,1.39,-0.8280000000000001
0336-019,22000.0,54456.887,54478.837,21.94999999999709,2.218,2.643,0.4249999999999998
0336-019,22000.0,54460.805,54478.828,18.023000000001048,1.807,1.39,-0.41700000000000004
0336-019,22000.0,54460.805,54478.837,18.031999999999243,1.807,2.643,0.8359999999999999
0336-019,22000.0,54460.814,54478.828,18.014000000002852,2.12,1.39,-0.7300000000000002
0336-019,22000.0,54460.814,54478.837,18.023000000001048,2.12,2.643,0.5229999999999997
0336-019,22000.0,54478.828,54511.661,32.83299999999872,1.39,1.988,0.5980000000000001
0336-019,22000.0,54478.828,54511.67,32.841999999996915,1.39,1.838,0.4480000000000002
0336-019,22000.0,54478.828,54511.679,32.85099999999511,1.39,2.366,0.9760000000000002
0336-019,22000.0,54478.828,54511.688,32.86000000000058,1.39,2.084,0.6940000000000002
0336-019,22000.0,54478.837,54511.661,32.824000000000524,2.643,1.988,-0.6549999999999998
0336-019,22000.0,54478.837,54511.67,32.83299999999872,2.643,1.838,-0.8049999999999997
0336-019,22000.0,54478.837,54511.679,32.841999999996915,2.643,2.366,-0.2769999999999997
0336-019,22000.0,54478.837,54511.688,32.85100000000239,2.643,2.084,-0.5589999999999997
0336-019,22000.0,54561.582,54604.498,42.91599999999744,1.963,0.906,-1.057
0336-019,22000.0,54561.591,54604.498,42.90699999999924,1.762,0.906,-0.856
0336-019,22000.0,54575.589,54604.498,28.90899999999965,1.349,0.906,-0.44299999999999995
0336-019,22000.0,54604.498,54639.451,34.95300000000134,0.906,1.764,0.858
0336-019,22000.0,54604.498,54639.46,34.961999999999534,0.906,1.766,0.86
0336-019,22000.0,54639.451,54666.351,26.900000000001455,1.764,1.686,-0.07800000000000007
0336-019,22000.0,54639.451,54666.36,26.90899999999965,1.764,1.567,-0.19700000000000006
0336-019,22000.0,54639.46,54666.351,26.89100000000326,1.766,1.686,-0.08000000000000007
0336-019,22000.0,54639.46,54666.36,26.900000000001455,1.766,1.567,-0.19900000000000007
0336-019,22000.0,54651.407,54687.308,35.90099999999802,1.071,1.47,0.399
0336-019,22000.0,54651.407,54687.317,35.91000000000349,1.071,2.28,1.2089999999999999
0336-019,22000.0,54651.416,54687.308,35.891999999999825,2.026,1.47,-0.5559999999999998
0336-019,22000.0,54651.416,54687.317,35.9010000000053,2.026,2.28,0.254
0336-019,22000.0,54666.351,54687.308,20.956999999994878,1.686,1.47,-0.21599999999999997
0336-019,22000.0,54666.351,54687.317,20.96600000000035,1.686,2.28,0.5939999999999999
0336-019,22000.0,54666.36,54687.308,20.947999999996682,1.567,1.47,-0.09699999999999998
0336-019,22000.0,54666.36,54687.317,20.957000000002154,1.567,2.28,0.7129999999999999
0336-019,22000.0,54687.308,54722.187,34.879000000000815,1.47,1.504,0.03400000000000003
0336-019,22000.0,54687.317,54722.187,34.86999999999534,2.28,1.504,-0.7759999999999998
0336-019,22000.0,54779.066,54815.942,36.87600000000384,2.194,2.811,0.617
0336-019,22000.0,54779.066,54815.951,36.88500000000204,2.194,3.356,1.162
0336-019,22000.0,54779.075,54815.942,36.867000000005646,2.149,2.811,0.6619999999999999
0336-019,22000.0,54779.075,54815.951,36.87600000000384,2.149,3.356,1.2069999999999999
0336-019,22000.0,55062.093,55099.041,36.94799999999668,1.208,2.133,0.925
0336-019,22000.0,55062.103,55099.041,36.937999999994645,1.771,2.133,0.3620000000000001
