Source,Freq,MJD_1,MJD_2,MJD_diff,Flux_1,Flux_2,Flux_diff
3C66A,43000.0,54479.641,54521.514,41.87299999999959,1.33,0.919,-0.41100000000000003
3C66A,43000.0,54479.641,54522.453,42.81199999999808,1.33,0.805,-0.525
3C66A,43000.0,54479.641,54522.515,42.87399999999616,1.33,0.871,-0.4590000000000001
3C66A,43000.0,54479.641,54523.452,43.81099999999424,1.33,1.075,-0.2550000000000001
3C66A,43000.0,54480.578,54521.452,40.87399999999616,1.125,0.882,-0.243
3C66A,43000.0,54480.578,54521.514,40.93600000000151,1.125,0.919,-0.20599999999999996
3C66A,43000.0,54480.578,54522.453,41.875,1.125,0.805,-0.31999999999999995
3C66A,43000.0,54480.578,54522.515,41.93699999999808,1.125,0.871,-0.254
3C66A,43000.0,54480.578,54523.452,42.87399999999616,1.125,1.075,-0.050000000000000044
3C66A,43000.0,54480.64,54521.452,40.81199999999808,1.189,0.882,-0.30700000000000005
3C66A,43000.0,54480.64,54521.514,40.874000000003434,1.189,0.919,-0.27
3C66A,43000.0,54480.64,54522.453,41.81300000000192,1.189,0.805,-0.384
3C66A,43000.0,54480.64,54522.515,41.875,1.189,0.871,-0.31800000000000006
3C66A,43000.0,54480.64,54523.452,42.81199999999808,1.189,1.075,-0.1140000000000001
3C66A,43000.0,54521.452,54556.328,34.87600000000384,0.882,1.077,0.19499999999999995
3C66A,43000.0,54521.452,54556.39,34.93800000000192,0.882,1.23,0.348
3C66A,43000.0,54521.452,54557.327,35.875,0.882,1.206,0.32399999999999995
3C66A,43000.0,54521.452,54557.391,35.93900000000576,0.882,1.234,0.352
3C66A,43000.0,54521.514,54556.328,34.81399999999849,0.919,1.077,0.15799999999999992
3C66A,43000.0,54521.514,54556.39,34.875999999996566,0.919,1.23,0.31099999999999994
3C66A,43000.0,54521.514,54557.327,35.812999999994645,0.919,1.206,0.2869999999999999
3C66A,43000.0,54521.514,54557.391,35.87700000000041,0.919,1.234,0.31499999999999995
3C66A,43000.0,54522.453,54556.328,33.875,0.805,1.077,0.2719999999999999
3C66A,43000.0,54522.453,54556.39,33.93699999999808,0.805,1.23,0.42499999999999993
3C66A,43000.0,54522.453,54557.327,34.87399999999616,0.805,1.206,0.4009999999999999
3C66A,43000.0,54522.453,54557.391,34.93800000000192,0.805,1.234,0.42899999999999994
3C66A,43000.0,54522.515,54556.328,33.81300000000192,0.871,1.077,0.20599999999999996
3C66A,43000.0,54522.515,54556.39,33.875,0.871,1.23,0.359
3C66A,43000.0,54522.515,54557.327,34.81199999999808,0.871,1.206,0.33499999999999996
3C66A,43000.0,54522.515,54557.391,34.87600000000384,0.871,1.234,0.363
3C66A,43000.0,54523.452,54556.328,32.87600000000384,1.075,1.077,0.0020000000000000018
3C66A,43000.0,54523.452,54556.39,32.93800000000192,1.075,1.23,0.15500000000000003
3C66A,43000.0,54523.452,54557.327,33.875,1.075,1.206,0.131
3C66A,43000.0,54523.452,54557.391,33.93900000000576,1.075,1.234,0.15900000000000003
3C66A,43000.0,54556.328,54580.244,23.91599999999744,1.077,1.203,0.1260000000000001
3C66A,43000.0,54556.328,54580.307,23.97899999999936,1.077,1.24,0.16300000000000003
3C66A,43000.0,54556.328,54581.244,24.91599999999744,1.077,1.089,0.01200000000000001
3C66A,43000.0,54556.328,54597.204,40.875999999996566,1.077,1.203,0.1260000000000001
3C66A,43000.0,54556.328,54597.265,40.93699999999808,1.077,1.031,-0.04600000000000004
3C66A,43000.0,54556.39,54580.244,23.85399999999936,1.23,1.203,-0.026999999999999913
3C66A,43000.0,54556.39,54580.307,23.91700000000128,1.23,1.24,0.010000000000000009
3C66A,43000.0,54556.39,54581.244,24.85399999999936,1.23,1.089,-0.14100000000000001
3C66A,43000.0,54556.39,54597.204,40.81399999999849,1.23,1.203,-0.026999999999999913
3C66A,43000.0,54556.39,54597.265,40.875,1.23,1.031,-0.19900000000000007
3C66A,43000.0,54557.327,54580.244,22.91700000000128,1.206,1.203,-0.0029999999999998916
3C66A,43000.0,54557.327,54580.307,22.9800000000032,1.206,1.24,0.03400000000000003
3C66A,43000.0,54557.327,54581.244,23.91700000000128,1.206,1.089,-0.11699999999999999
3C66A,43000.0,54557.327,54597.204,39.87700000000041,1.206,1.203,-0.0029999999999998916
3C66A,43000.0,54557.327,54597.265,39.93800000000192,1.206,1.031,-0.17500000000000004
3C66A,43000.0,54557.391,54580.244,22.852999999995518,1.234,1.203,-0.030999999999999917
3C66A,43000.0,54557.391,54580.307,22.91599999999744,1.234,1.24,0.006000000000000005
3C66A,43000.0,54557.391,54581.244,23.852999999995518,1.234,1.089,-0.14500000000000002
3C66A,43000.0,54557.391,54597.204,39.812999999994645,1.234,1.203,-0.030999999999999917
3C66A,43000.0,54557.391,54597.265,39.87399999999616,1.234,1.031,-0.20300000000000007
3C66A,43000.0,54580.244,54597.204,16.959999999999127,1.203,1.203,0.0
3C66A,43000.0,54580.244,54597.265,17.02100000000064,1.203,1.031,-0.17200000000000015
3C66A,43000.0,54580.244,54611.161,30.91700000000128,1.203,1.065,-0.13800000000000012
3C66A,43000.0,54580.244,54611.223,30.97899999999936,1.203,1.077,-0.1260000000000001
3C66A,43000.0,54580.244,54612.161,31.91700000000128,1.203,1.043,-0.16000000000000014
3C66A,43000.0,54580.244,54612.223,31.97899999999936,1.203,1.023,-0.18000000000000016
3C66A,43000.0,54580.244,54613.161,32.91700000000128,1.203,1.201,-0.0020000000000000018
3C66A,43000.0,54580.244,54613.223,32.97899999999936,1.203,0.99,-0.21300000000000008
3C66A,43000.0,54580.307,54597.204,16.896999999997206,1.24,1.203,-0.03699999999999992
3C66A,43000.0,54580.307,54597.265,16.95799999999872,1.24,1.031,-0.20900000000000007
3C66A,43000.0,54580.307,54611.161,30.85399999999936,1.24,1.065,-0.17500000000000004
3C66A,43000.0,54580.307,54611.223,30.91599999999744,1.24,1.077,-0.16300000000000003
3C66A,43000.0,54580.307,54612.161,31.85399999999936,1.24,1.043,-0.19700000000000006
3C66A,43000.0,54580.307,54612.223,31.91599999999744,1.24,1.023,-0.21700000000000008
3C66A,43000.0,54580.307,54613.161,32.85399999999936,1.24,1.201,-0.038999999999999924
3C66A,43000.0,54580.307,54613.223,32.91599999999744,1.24,0.99,-0.25
3C66A,43000.0,54581.244,54597.204,15.959999999999127,1.089,1.203,0.1140000000000001
3C66A,43000.0,54581.244,54597.265,16.02100000000064,1.089,1.031,-0.05800000000000005
3C66A,43000.0,54581.244,54611.161,29.91700000000128,1.089,1.065,-0.02400000000000002
3C66A,43000.0,54581.244,54611.223,29.97899999999936,1.089,1.077,-0.01200000000000001
3C66A,43000.0,54581.244,54612.161,30.91700000000128,1.089,1.043,-0.04600000000000004
3C66A,43000.0,54581.244,54612.223,30.97899999999936,1.089,1.023,-0.06600000000000006
3C66A,43000.0,54581.244,54613.161,31.91700000000128,1.089,1.201,0.1120000000000001
3C66A,43000.0,54581.244,54613.223,31.97899999999936,1.089,0.99,-0.09899999999999998
3C66A,43000.0,54597.204,54612.223,15.019000000000233,1.203,1.023,-0.18000000000000016
3C66A,43000.0,54597.204,54613.161,15.957000000002154,1.203,1.201,-0.0020000000000000018
3C66A,43000.0,54597.204,54613.223,16.019000000000233,1.203,0.99,-0.21300000000000008
3C66A,43000.0,54597.204,54642.139,44.93500000000495,1.203,1.069,-0.13400000000000012
3C66A,43000.0,54597.265,54613.161,15.89600000000064,1.031,1.201,0.17000000000000015
3C66A,43000.0,54597.265,54613.223,15.95799999999872,1.031,0.99,-0.040999999999999925
3C66A,43000.0,54597.265,54642.139,44.874000000003434,1.031,1.069,0.038000000000000034
3C66A,43000.0,54611.161,54642.139,30.978000000002794,1.065,1.069,0.0040000000000000036
3C66A,43000.0,54611.161,54643.077,31.91599999999744,1.065,1.148,0.08299999999999996
3C66A,43000.0,54611.161,54643.14,31.97899999999936,1.065,1.112,0.04700000000000015
3C66A,43000.0,54611.161,54644.078,32.91700000000128,1.065,1.111,0.04600000000000004
3C66A,43000.0,54611.161,54644.14,32.97899999999936,1.065,1.127,0.062000000000000055
3C66A,43000.0,54611.223,54642.139,30.916000000004715,1.077,1.069,-0.008000000000000007
3C66A,43000.0,54611.223,54643.077,31.85399999999936,1.077,1.148,0.07099999999999995
3C66A,43000.0,54611.223,54643.14,31.91700000000128,1.077,1.112,0.03500000000000014
3C66A,43000.0,54611.223,54644.078,32.8550000000032,1.077,1.111,0.03400000000000003
3C66A,43000.0,54611.223,54644.14,32.91700000000128,1.077,1.127,0.050000000000000044
3C66A,43000.0,54612.161,54642.139,29.978000000002794,1.043,1.069,0.026000000000000023
3C66A,43000.0,54612.161,54643.077,30.91599999999744,1.043,1.148,0.10499999999999998
3C66A,43000.0,54612.161,54643.14,30.97899999999936,1.043,1.112,0.06900000000000017
3C66A,43000.0,54612.161,54644.078,31.91700000000128,1.043,1.111,0.06800000000000006
3C66A,43000.0,54612.161,54644.14,31.97899999999936,1.043,1.127,0.08400000000000007
3C66A,43000.0,54612.223,54642.139,29.916000000004715,1.023,1.069,0.04600000000000004
3C66A,43000.0,54612.223,54643.077,30.85399999999936,1.023,1.148,0.125
3C66A,43000.0,54612.223,54643.14,30.91700000000128,1.023,1.112,0.08900000000000019
3C66A,43000.0,54612.223,54644.078,31.8550000000032,1.023,1.111,0.08800000000000008
3C66A,43000.0,54612.223,54644.14,31.91700000000128,1.023,1.127,0.10400000000000009
3C66A,43000.0,54613.161,54642.139,28.978000000002794,1.201,1.069,-0.13200000000000012
3C66A,43000.0,54613.161,54643.077,29.91599999999744,1.201,1.148,-0.05300000000000016
3C66A,43000.0,54613.161,54643.14,29.97899999999936,1.201,1.112,-0.08899999999999997
3C66A,43000.0,54613.161,54644.078,30.91700000000128,1.201,1.111,-0.09000000000000008
3C66A,43000.0,54613.161,54644.14,30.97899999999936,1.201,1.127,-0.07400000000000007
3C66A,43000.0,54613.223,54642.139,28.916000000004715,0.99,1.069,0.07899999999999996
3C66A,43000.0,54613.223,54643.077,29.85399999999936,0.99,1.148,0.15799999999999992
3C66A,43000.0,54613.223,54643.14,29.91700000000128,0.99,1.112,0.12200000000000011
3C66A,43000.0,54613.223,54644.078,30.8550000000032,0.99,1.111,0.121
3C66A,43000.0,54613.223,54644.14,30.91700000000128,0.99,1.127,0.137
3C66A,43000.0,54642.139,54659.036,16.896999999997206,1.069,0.872,-0.19699999999999995
3C66A,43000.0,54642.139,54659.098,16.958999999995285,1.069,1.152,0.08299999999999996
3C66A,43000.0,54642.139,54660.036,17.896999999997206,1.069,0.844,-0.22499999999999998
3C66A,43000.0,54642.139,54660.098,17.958999999995285,1.069,1.171,0.10200000000000009
3C66A,43000.0,54642.139,54679.994,37.854999999995925,1.069,0.907,-0.16199999999999992
3C66A,43000.0,54642.139,54680.057,37.917999999997846,1.069,1.097,0.028000000000000025
3C66A,43000.0,54642.139,54680.994,38.854999999995925,1.069,1.069,0.0
3C66A,43000.0,54642.139,54681.057,38.917999999997846,1.069,0.883,-0.18599999999999994
3C66A,43000.0,54642.139,54681.993,39.85399999999936,1.069,1.03,-0.038999999999999924
3C66A,43000.0,54642.139,54682.056,39.916999999994005,1.069,0.911,-0.15799999999999992
3C66A,43000.0,54643.077,54659.036,15.959000000002561,1.148,0.872,-0.2759999999999999
3C66A,43000.0,54643.077,54659.098,16.02100000000064,1.148,1.152,0.0040000000000000036
3C66A,43000.0,54643.077,54660.036,16.95900000000256,1.148,0.844,-0.30399999999999994
3C66A,43000.0,54643.077,54660.098,17.02100000000064,1.148,1.171,0.02300000000000013
3C66A,43000.0,54643.077,54679.994,36.91700000000128,1.148,0.907,-0.24099999999999988
3C66A,43000.0,54643.077,54680.057,36.9800000000032,1.148,1.097,-0.050999999999999934
3C66A,43000.0,54643.077,54680.994,37.91700000000128,1.148,1.069,-0.07899999999999996
3C66A,43000.0,54643.077,54681.057,37.9800000000032,1.148,0.883,-0.2649999999999999
3C66A,43000.0,54643.077,54681.993,38.916000000004715,1.148,1.03,-0.11799999999999988
3C66A,43000.0,54643.077,54682.056,38.97899999999936,1.148,0.911,-0.23699999999999988
3C66A,43000.0,54643.14,54659.036,15.89600000000064,1.112,0.872,-0.2400000000000001
3C66A,43000.0,54643.14,54659.098,15.95799999999872,1.112,1.152,0.039999999999999813
3C66A,43000.0,54643.14,54660.036,16.89600000000064,1.112,0.844,-0.2680000000000001
3C66A,43000.0,54643.14,54660.098,16.95799999999872,1.112,1.171,0.05899999999999994
3C66A,43000.0,54643.14,54679.994,36.85399999999936,1.112,0.907,-0.20500000000000007
3C66A,43000.0,54643.14,54680.057,36.91700000000128,1.112,1.097,-0.015000000000000124
3C66A,43000.0,54643.14,54680.994,37.85399999999936,1.112,1.069,-0.04300000000000015
3C66A,43000.0,54643.14,54681.057,37.91700000000128,1.112,0.883,-0.2290000000000001
3C66A,43000.0,54643.14,54681.993,38.853000000002794,1.112,1.03,-0.08200000000000007
3C66A,43000.0,54643.14,54682.056,38.91599999999744,1.112,0.911,-0.20100000000000007
3C66A,43000.0,54644.078,54659.098,15.019999999996799,1.111,1.152,0.040999999999999925
3C66A,43000.0,54644.078,54660.036,15.95799999999872,1.111,0.844,-0.267
3C66A,43000.0,54644.078,54660.098,16.0199999999968,1.111,1.171,0.06000000000000005
3C66A,43000.0,54644.078,54679.994,35.91599999999744,1.111,0.907,-0.20399999999999996
3C66A,43000.0,54644.078,54680.057,35.97899999999936,1.111,1.097,-0.014000000000000012
3C66A,43000.0,54644.078,54680.994,36.91599999999744,1.111,1.069,-0.04200000000000004
3C66A,43000.0,54644.078,54681.057,36.97899999999936,1.111,0.883,-0.22799999999999998
3C66A,43000.0,54644.078,54681.993,37.91500000000087,1.111,1.03,-0.08099999999999996
3C66A,43000.0,54644.078,54682.056,37.97799999999552,1.111,0.911,-0.19999999999999996
3C66A,43000.0,54644.14,54660.036,15.89600000000064,1.127,0.844,-0.28300000000000003
3C66A,43000.0,54644.14,54660.098,15.95799999999872,1.127,1.171,0.04400000000000004
3C66A,43000.0,54644.14,54679.994,35.85399999999936,1.127,0.907,-0.21999999999999997
3C66A,43000.0,54644.14,54680.057,35.91700000000128,1.127,1.097,-0.030000000000000027
3C66A,43000.0,54644.14,54680.994,36.85399999999936,1.127,1.069,-0.05800000000000005
3C66A,43000.0,54644.14,54681.057,36.91700000000128,1.127,0.883,-0.244
3C66A,43000.0,54644.14,54681.993,37.853000000002794,1.127,1.03,-0.09699999999999998
3C66A,43000.0,54644.14,54682.056,37.91599999999744,1.127,0.911,-0.21599999999999997
3C66A,43000.0,54659.036,54679.994,20.95799999999872,0.872,0.907,0.03500000000000003
3C66A,43000.0,54659.036,54680.057,21.02100000000064,0.872,1.097,0.22499999999999998
3C66A,43000.0,54659.036,54680.994,21.95799999999872,0.872,1.069,0.19699999999999995
3C66A,43000.0,54659.036,54681.057,22.02100000000064,0.872,0.883,0.01100000000000001
3C66A,43000.0,54659.036,54681.993,22.957000000002154,0.872,1.03,0.15800000000000003
3C66A,43000.0,54659.036,54682.056,23.0199999999968,0.872,0.911,0.039000000000000035
3C66A,43000.0,54659.098,54679.994,20.89600000000064,1.152,0.907,-0.24499999999999988
3C66A,43000.0,54659.098,54680.057,20.95900000000256,1.152,1.097,-0.05499999999999994
3C66A,43000.0,54659.098,54680.994,21.89600000000064,1.152,1.069,-0.08299999999999996
3C66A,43000.0,54659.098,54681.057,21.95900000000256,1.152,0.883,-0.2689999999999999
3C66A,43000.0,54659.098,54681.993,22.895000000004075,1.152,1.03,-0.12199999999999989
3C66A,43000.0,54659.098,54682.056,22.95799999999872,1.152,0.911,-0.24099999999999988
3C66A,43000.0,54660.036,54679.994,19.95799999999872,0.844,0.907,0.06300000000000006
3C66A,43000.0,54660.036,54680.057,20.02100000000064,0.844,1.097,0.253
3C66A,43000.0,54660.036,54680.994,20.95799999999872,0.844,1.069,0.22499999999999998
3C66A,43000.0,54660.036,54681.057,21.02100000000064,0.844,0.883,0.039000000000000035
3C66A,43000.0,54660.036,54681.993,21.957000000002154,0.844,1.03,0.18600000000000005
3C66A,43000.0,54660.036,54682.056,22.0199999999968,0.844,0.911,0.06700000000000006
3C66A,43000.0,54660.098,54679.994,19.89600000000064,1.171,0.907,-0.264
3C66A,43000.0,54660.098,54680.057,19.95900000000256,1.171,1.097,-0.07400000000000007
3C66A,43000.0,54660.098,54680.994,20.89600000000064,1.171,1.069,-0.10200000000000009
3C66A,43000.0,54660.098,54681.057,20.95900000000256,1.171,0.883,-0.28800000000000003
3C66A,43000.0,54660.098,54681.993,21.895000000004075,1.171,1.03,-0.14100000000000001
3C66A,43000.0,54660.098,54682.056,21.95799999999872,1.171,0.911,-0.26
3C66A,43000.0,54679.994,54707.973,27.97899999999936,0.907,0.996,0.08899999999999997
3C66A,43000.0,54679.994,54708.888,28.894000000000233,0.907,0.862,-0.04500000000000004
3C66A,43000.0,54679.994,54708.973,28.97899999999936,0.907,0.842,-0.06500000000000006
3C66A,43000.0,54679.994,54709.888,29.894000000000233,0.907,0.997,0.08999999999999997
3C66A,43000.0,54679.994,54709.973,29.97899999999936,0.907,0.767,-0.14
3C66A,43000.0,54679.994,54710.888,30.894000000000233,0.907,0.949,0.041999999999999926
3C66A,43000.0,54680.057,54707.973,27.91599999999744,1.097,0.996,-0.10099999999999998
3C66A,43000.0,54680.057,54708.888,28.830999999998312,1.097,0.862,-0.235
3C66A,43000.0,54680.057,54708.973,28.91599999999744,1.097,0.842,-0.255
3C66A,43000.0,54680.057,54709.888,29.830999999998312,1.097,0.997,-0.09999999999999998
3C66A,43000.0,54680.057,54709.973,29.91599999999744,1.097,0.767,-0.32999999999999996
3C66A,43000.0,54680.057,54710.888,30.830999999998312,1.097,0.949,-0.14800000000000002
3C66A,43000.0,54680.994,54707.973,26.97899999999936,1.069,0.996,-0.07299999999999995
3C66A,43000.0,54680.994,54708.888,27.894000000000233,1.069,0.862,-0.20699999999999996
3C66A,43000.0,54680.994,54708.973,27.97899999999936,1.069,0.842,-0.22699999999999998
3C66A,43000.0,54680.994,54709.888,28.894000000000233,1.069,0.997,-0.07199999999999995
3C66A,43000.0,54680.994,54709.973,28.97899999999936,1.069,0.767,-0.30199999999999994
3C66A,43000.0,54680.994,54710.888,29.894000000000233,1.069,0.949,-0.12
3C66A,43000.0,54681.057,54707.973,26.91599999999744,0.883,0.996,0.11299999999999999
3C66A,43000.0,54681.057,54708.888,27.830999999998312,0.883,0.862,-0.02100000000000002
3C66A,43000.0,54681.057,54708.973,27.91599999999744,0.883,0.842,-0.041000000000000036
3C66A,43000.0,54681.057,54709.888,28.830999999998312,0.883,0.997,0.11399999999999999
3C66A,43000.0,54681.057,54709.973,28.91599999999744,0.883,0.767,-0.11599999999999999
3C66A,43000.0,54681.057,54710.888,29.830999999998312,0.883,0.949,0.06599999999999995
3C66A,43000.0,54681.993,54707.973,25.979999999995925,1.03,0.996,-0.03400000000000003
3C66A,43000.0,54681.993,54708.888,26.8949999999968,1.03,0.862,-0.16800000000000004
3C66A,43000.0,54681.993,54708.973,26.979999999995925,1.03,0.842,-0.18800000000000006
3C66A,43000.0,54681.993,54709.888,27.8949999999968,1.03,0.997,-0.03300000000000003
3C66A,43000.0,54681.993,54709.973,27.979999999995925,1.03,0.767,-0.263
3C66A,43000.0,54681.993,54710.888,28.8949999999968,1.03,0.949,-0.08100000000000007
3C66A,43000.0,54682.056,54707.973,25.91700000000128,0.911,0.996,0.08499999999999996
3C66A,43000.0,54682.056,54708.888,26.832000000002154,0.911,0.862,-0.049000000000000044
3C66A,43000.0,54682.056,54708.973,26.91700000000128,0.911,0.842,-0.06900000000000006
3C66A,43000.0,54682.056,54709.888,27.832000000002154,0.911,0.997,0.08599999999999997
3C66A,43000.0,54682.056,54709.973,27.91700000000128,0.911,0.767,-0.14400000000000002
3C66A,43000.0,54682.056,54710.888,28.832000000002154,0.911,0.949,0.03799999999999992
3C66A,43000.0,54707.973,54743.879,35.90600000000268,0.996,1.16,0.16399999999999992
3C66A,43000.0,54707.973,54745.818,37.845000000001164,0.996,0.906,-0.08999999999999997
3C66A,43000.0,54707.973,54745.879,37.90600000000268,0.996,1.004,0.008000000000000007
3C66A,43000.0,54708.888,54743.879,34.991000000001804,0.862,1.16,0.29799999999999993
3C66A,43000.0,54708.888,54745.818,36.93000000000029,0.862,0.906,0.04400000000000004
3C66A,43000.0,54708.888,54745.879,36.991000000001804,0.862,1.004,0.14200000000000002
3C66A,43000.0,54708.973,54743.879,34.90600000000268,0.842,1.16,0.31799999999999995
3C66A,43000.0,54708.973,54745.818,36.845000000001164,0.842,0.906,0.06400000000000006
3C66A,43000.0,54708.973,54745.879,36.90600000000268,0.842,1.004,0.16200000000000003
3C66A,43000.0,54709.888,54743.879,33.991000000001804,0.997,1.16,0.16299999999999992
3C66A,43000.0,54709.888,54745.818,35.93000000000029,0.997,0.906,-0.09099999999999997
3C66A,43000.0,54709.888,54745.879,35.991000000001804,0.997,1.004,0.007000000000000006
3C66A,43000.0,54709.973,54743.879,33.90600000000268,0.767,1.16,0.3929999999999999
3C66A,43000.0,54709.973,54745.818,35.845000000001164,0.767,0.906,0.139
3C66A,43000.0,54709.973,54745.879,35.90600000000268,0.767,1.004,0.237
3C66A,43000.0,54710.888,54743.879,32.991000000001804,0.949,1.16,0.21099999999999997
3C66A,43000.0,54710.888,54745.818,34.93000000000029,0.949,0.906,-0.04299999999999993
3C66A,43000.0,54710.888,54745.879,34.991000000001804,0.949,1.004,0.05500000000000005
3C66A,43000.0,54743.879,54779.702,35.82299999999668,1.16,0.714,-0.44599999999999995
3C66A,43000.0,54743.879,54779.765,35.8859999999986,1.16,0.811,-0.34899999999999987
3C66A,43000.0,54743.879,54780.763,36.883999999998196,1.16,0.982,-0.17799999999999994
3C66A,43000.0,54745.818,54779.702,33.883999999998196,0.906,0.714,-0.19200000000000006
3C66A,43000.0,54745.818,54779.765,33.947000000000116,0.906,0.811,-0.09499999999999997
3C66A,43000.0,54745.818,54780.763,34.94499999999971,0.906,0.982,0.07599999999999996
3C66A,43000.0,54745.879,54779.702,33.82299999999668,1.004,0.714,-0.29000000000000004
3C66A,43000.0,54745.879,54779.765,33.8859999999986,1.004,0.811,-0.19299999999999995
3C66A,43000.0,54745.879,54780.763,34.883999999998196,1.004,0.982,-0.02200000000000002
3C66A,43000.0,54779.702,54807.703,28.00100000000384,0.714,0.931,0.21700000000000008
3C66A,43000.0,54779.702,54808.702,29.0,0.714,0.936,0.2220000000000001
3C66A,43000.0,54779.765,54807.703,27.93800000000192,0.811,0.931,0.12
3C66A,43000.0,54779.765,54808.702,28.93699999999808,0.811,0.936,0.125
3C66A,43000.0,54780.763,54807.703,26.94000000000233,0.982,0.931,-0.050999999999999934
3C66A,43000.0,54780.763,54808.702,27.938999999998487,0.982,0.936,-0.04599999999999993
3C66A,43000.0,54807.703,54840.641,32.93800000000192,0.931,1.441,0.51
3C66A,43000.0,54807.703,54841.577,33.87399999999616,0.931,1.26,0.32899999999999996
3C66A,43000.0,54807.703,54841.64,33.93699999999808,0.931,1.347,0.4159999999999999
3C66A,43000.0,54807.703,54842.64,34.93699999999808,0.931,1.185,0.254
3C66A,43000.0,54808.702,54840.641,31.939000000005763,0.936,1.441,0.505
3C66A,43000.0,54808.702,54841.577,32.875,0.936,1.26,0.32399999999999995
3C66A,43000.0,54808.702,54841.64,32.93800000000192,0.936,1.347,0.4109999999999999
3C66A,43000.0,54808.702,54842.64,33.93800000000192,0.936,1.185,0.249
3C66A,43000.0,54840.641,54878.504,37.862999999997555,1.441,1.325,-0.1160000000000001
3C66A,43000.0,54840.641,54879.494,38.85299999999552,1.441,1.335,-0.1060000000000001
3C66A,43000.0,54841.577,54878.504,36.92700000000332,1.26,1.325,0.06499999999999995
3C66A,43000.0,54841.577,54879.494,37.91700000000128,1.26,1.335,0.07499999999999996
3C66A,43000.0,54841.64,54878.504,36.8640000000014,1.347,1.325,-0.02200000000000002
3C66A,43000.0,54841.64,54879.494,37.85399999999936,1.347,1.335,-0.01200000000000001
3C66A,43000.0,54842.64,54878.504,35.8640000000014,1.185,1.325,0.1399999999999999
3C66A,43000.0,54842.64,54879.494,36.85399999999936,1.185,1.335,0.1499999999999999
3C66A,43000.0,54930.327,54961.202,30.875,0.602,0.784,0.18200000000000005
3C66A,43000.0,54930.327,54961.265,30.93800000000192,0.602,0.727,0.125
3C66A,43000.0,55168.765,55209.578,40.81300000000192,0.85,0.703,-0.14700000000000002
3C84,8305.0,58659.21321,58688.13608,28.922869999994873,35.7487,34.6081,-1.1405999999999992
3C84,8305.0,58776.89501,58808.80904,31.91402999999991,34.113,33.6668,-0.4461999999999975
3C84,8305.0,59073.07304,59103.99574,30.92269999999553,35.1404,34.4667,-0.6736999999999966
3C84,8305.0,59103.99574,59130.92678,26.931040000003122,34.4667,36.3075,1.8407999999999944
3C84,8305.0,59130.92678,59164.82647,33.89968999999837,36.3075,35.5473,-0.7601999999999975
3C84,8305.0,59164.82647,59197.74224,32.91576999999961,35.5473,33.5218,-2.025500000000001
3C84,8305.0,59197.74224,59230.64941,32.90716999999859,33.5218,30.8127,-2.7090999999999994
3C84,8305.0,59230.64941,59261.57325,30.92384000000311,30.8127,33.5023,2.6895999999999987
3C84,8305.0,59261.57325,59292.4825,30.909249999996973,33.5023,31.593,-1.9092999999999982
3C84,8305.0,59261.57325,59297.47214,35.898889999996754,33.5023,33.7654,0.26310000000000144
3C84,8305.0,59354.31248,59391.21028,36.897799999998824,34.1487,35.3595,1.210799999999999
3C84,8305.0,59391.21028,59416.13882,24.928540000000794,35.3595,36.0065,0.6470000000000056
3C84,8305.0,59416.13882,59455.0333,38.89448000000266,36.0065,36.7977,0.7911999999999964
3C84,8305.0,59416.13882,59456.03389,39.89506999999867,36.0065,35.1484,-0.8581000000000003
3C84,8305.0,59455.0333,59481.96682,26.93351999999868,36.7977,35.9673,-0.8303999999999974
3C84,8305.0,59456.03389,59481.96682,25.93293000000267,35.1484,35.9673,0.8188999999999993
3C84,8305.0,59481.96682,59506.89395,24.927129999996396,35.9673,37.2695,1.3021999999999991
3C84,8305.0,59506.89395,59547.78357,40.88962000000174,37.2695,35.8293,-1.4401999999999973
3C84,8305.0,59547.78357,59568.72652,20.942949999996927,35.8293,36.3652,0.535899999999998
3C84,8305.0,59568.72652,59593.6536,24.927080000001297,36.3652,36.2228,-0.14240000000000208
3C84,8305.0,59568.72652,59593.6536,24.927080000001297,36.3652,36.2228,-0.14240000000000208
3C84,8305.0,59593.6536,59632.55462,38.90102000000479,36.2228,32.3529,-3.8699000000000012
3C84,8305.0,59593.6536,59632.55462,38.90102000000479,36.2228,32.3529,-3.8699000000000012
3C84,8305.0,59632.55462,59662.46723,29.912609999999404,32.3529,37.6201,5.2672000000000025
3C84,8305.0,59662.46723,59689.40796,26.9407299999948,37.6201,37.6764,0.05630000000000024
3C84,8305.0,59689.40796,59718.32741,28.919450000001234,37.6764,37.7264,0.04999999999999716
3C84,8305.0,59870.91214,59907.7993,36.8871599999984,42.9516,43.6791,0.7274999999999991
3C84,8305.0,59907.7993,59932.74063,24.94133000000147,43.6791,43.9868,0.3077000000000041
3C84,8305.0,59932.74063,59972.63728,39.89665000000241,43.9868,45.7491,1.7622999999999962
3C84,8305.0,59972.63728,59997.56579,24.928509999997914,45.7491,44.6871,-1.0619999999999976
3C84,8305.0,59997.56579,60030.37484,32.809049999996205,44.6871,45.4878,0.8006999999999991
3C84,8305.0,59997.56579,60030.42779,32.86200000000099,44.6871,44.1593,-0.5277999999999992
3C84,8305.0,60030.37484,60055.38932,25.01448000000528,45.4878,46.1925,0.7047000000000025
3C84,8305.0,60030.42779,60055.38932,24.961530000000494,44.1593,46.1925,2.033200000000001
