Name,HHMMSS,# MJD,Freq (MHz),Elev (deg),Flux (Jy),e_flux (Jy),Unnamed: 7
1830-211,104227,59230.44786,8305,23.8106,14.893,0.0809,
1830-211,100718,59230.42339,24100,24.4249,9.4426,0.2,
1830-211,101048,59230.42582,24100,24.4051,9.275,0.1949,
1830-211,92539,59261.3945,8305,21.627,14.4953,0.0684,
1830-211,85235,59261.3715,24100,23.3473,9.325,0.2282,
1830-211,63421,59292.27556,8305,23.9398,15.3282,0.0706,
1830-211,60327,59292.25405,24100,24.426,9.2239,0.2505,
1830-211,62152,59297.26688,8305,23.7194,14.5031,0.066,
1830-211,54852,59297.24392,24100,24.394,8.8425,0.1746,
1830-211,23351,59354.10855,8305,23.8456,13.2988,0.0654,
1830-211,35440,59354.16467,8305,18.9712,13.5988,0.0633,
1830-211,15431,59354.08117,24100,24.4352,7.7657,0.2047,
1830-211,235812,59391.00046,8305,24.1165,11.8699,0.069,
1830-211,232316,59390.97614,24100,24.4209,7.0009,0.1815,
1830-211,231143,59415.96817,8305,21.9156,12.0364,0.0631,
1830-211,3554,59416.02664,8305,14.4229,11.5743,0.0749,
1830-211,222220,59416.93388,8305,23.9575,11.6053,0.0626,
1830-211,234314,59416.99006,8305,19.296,11.624,0.1076,
1830-211,215112,59416.91221,24100,24.4265,6.2576,0.4117,
1830-211,201802,59455.84756,8305,22.8307,10.8941,0.0636,
1830-211,213714,59455.90255,8305,16.728,11.0301,0.0684,
1830-211,193221,59455.81578,24100,24.2947,5.9047,0.2964,
1830-211,191042,59481.80079,8305,20.6551,10.3352,0.1001,
1830-211,181938,59482.76534,8305,23.3835,10.4105,0.0778,
1830-211,174302,59482.73987,24100,24.3383,5.9613,0.5823,
1830-211,163830,59506.6951,8305,23.6403,9.7349,0.0583,
1830-211,175747,59506.75016,8305,18.552,9.95,0.0592,
1830-211,155536,59506.66526,24100,24.4269,6.0672,0.344,
1830-211,135126,59548.57908,8305,23.7076,8.4264,0.0883,
1830-211,131400,59548.55303,24100,24.4195,5.2892,0.1692,
1830-211,122432,59568.51874,8305,23.9605,9.1196,0.0772,
1830-211,134524,59568.5749,8305,19.3117,9.2364,0.0791,
1830-211,114436,59568.49095,24100,24.424,5.5104,0.1592,
1830-211,101436,59593.42845,24100,24.4291,5.4626,0.1768,
