Name,HHMMSS,# MJD,Freq (MHz),Elev (deg),Flux (Jy),e_flux (Jy),Unnamed: 7
3C380,212605,56042.89453,5125,32.8648,5.0171,0.0902,
3C380,225741,56042.96094,5125,46.4447,5.0405,0.0853,
3C380,2312,56043.01953,5125,60.1073,5.0043,0.0902,
3C380,15942,56043.08594,5125,75.9882,5.0396,0.0975,
3C380,184432,56068.78516,5125,24.9316,5.2148,0.0758,
3C380,173145,56096.73438,5125,29.7586,4.8635,0.0474,
3C380,184142,56140.78125,5125,67.2301,4.9074,0.0537,
3C380,163938,56175.69531,5125,69.8018,4.8222,0.0664,
3C380,193524,56175.82031,5125,78.7822,4.8946,0.0848,
3C380,220607,56204.92188,5125,36.6486,4.9703,0.0463,
3C380,11511,56205.05469,5125,13.433,4.9943,0.0683,
3C380,90237,56205.37891,5125,19.659,4.929,0.0759,
3C380,124130,56205.53125,5125,50.2412,4.7236,0.0404,
3C380,133401,56205.56641,5125,58.678,4.6737,0.0394,
3C380,113911,56250.48828,5125,68.8881,4.2059,0.1083,
3C380,101313,56272.42969,5125,68.9793,5.0218,0.0558,
3C380,160628,56272.67578,5125,50.7057,4.8277,0.0518,
3C380,191639,56272.80469,5125,23.4206,4.9065,0.0778,
3C380,205006,56047.87109,8305,30.603,3.77,0.2353,
3C380,222122,56047.93359,8305,43.8788,3.8296,0.2009,
3C380,235351,56048.0,8305,58.5252,3.8681,0.3004,
3C380,210928,56068.88281,8305,45.5176,3.7966,0.1464,
3C380,13026,56048.06641,8305,74.4189,4.0814,0.2039,
3C380,154925,56096.66406,8305,17.2367,3.3981,0.2248,
3C380,133030,56139.57031,8305,21.2327,3.2798,0.2073,
3C380,142503,56175.60547,8305,47.9755,3.3848,0.1534,
3C380,213123,56175.89844,8305,59.8058,3.6503,0.1572,
3C380,235458,56176.0,8305,37.4073,3.6144,0.1779,
3C380,115204,56204.49609,8305,41.9798,4.057,0.2365,
3C380,151303,56204.63672,8305,74.3226,3.9817,0.184,
3C380,141323,56250.59766,8305,82.7552,3.4906,0.202,
3C380,123403,56272.52734,8305,84.3023,2.8332,0.1694,
3C380,51224,56273.21875,8305,24.1098,3.782,0.207,
3C380,111829,56315.47656,5125,69.9635,4.8521,0.0277,
3C380,53140,56395.23438,5125,75.3029,4.8193,0.0469,
3C380,32307,56419.14844,5125,80.7447,5.0639,0.0304,
3C380,1830,56490.01953,5125,65.3367,5.1906,0.0241,
3C380,212653,56511.89844,5125,79.2829,4.9744,0.0649,
3C380,102904,56314.44141,8305,79.2296,4.0009,0.1043,
3C380,54047,56394.24219,8305,74.442,4.2866,0.0906,
3C380,32046,56420.14453,8305,80.5452,4.2352,0.0847,
3C380,5035,56476.03906,8305,69.1635,4.1441,0.0992,
3C380,231658,56490.97656,8305,74.9116,4.1604,0.112,
3C380,212147,56510.89453,8305,80.7302,4.2352,0.1057,
3C380,193704,56539.82422,8305,79.2823,4.2004,0.091,
3C380,105906,56679.46183,5075,74.7602,5.1,0.024,
3C380,92426,56702.39609,5075,75.4546,5.2218,0.0304,
3C380,63936,56745.28163,5075,74.7658,5.141,0.0445,
3C380,144608,56679.61942,8520,38.5027,3.7471,0.0363,
3C380,85731,56701.37745,8520,80.3653,4.5613,0.0487,
3C380,101822,56701.43356,8520,67.2108,3.8654,0.0292,
3C380,100933,57056.42743,5075,75.3079,5.1205,0.0306,
3C380,65847,57103.29496,5075,76.282,5.2341,0.0296,
3C380,31642,57162.14141,5075,74.5119,6.0796,0.0853,
3C380,222506,57276.94201,24100,47.3151,2.7171,0.0716,
