Name,HHMMSS,# MJD,Freq (MHz),Elev (deg),Flux (Jy),e_flux (Jy),Unnamed: 7
1741-038,132945,59907.56398,24100,40.4967,3.4936,0.22,
1741-038,141130,59933.59302,8305,25.5867,3.7651,0.0527,
1741-038,113756,59933.48633,24100,40.9148,3.0334,0.1545,
1741-038,124338,59933.53195,24100,36.386,2.7149,0.1829,
1741-038,95326,59973.4138,8305,37.6345,3.7061,0.0717,
1741-038,100119,59997.41928,8305,25.3758,3.6528,0.0553,
1741-038,42708,60031.1872,8305,41.5911,3.5528,0.0384,
1741-038,54950,60031.24463,8305,38.8703,3.6643,0.0416,
1741-038,70952,60031.30022,8305,30.6063,3.6408,0.0464,
1741-038,44635,60055.20072,8305,36.2048,3.5266,0.0443,
1741-038,60559,60055.25585,8305,26.4396,3.5208,0.0493,
1741-038,71917,60055.30675,8305,14.9687,3.476,0.0524,
1741-038,24635,60089.11738,8305,34.7994,3.2923,0.0465,
1741-038,5837,60116.0424,8305,34.9945,3.1703,0.0442,
1741-038,20953,60116.09189,8305,25.9026,3.2324,0.0582,
1741-038,223618,60151.94357,8305,35.0778,3.0618,0.042,
1741-038,234735,60151.99308,8305,26.0112,3.0301,0.052,
1741-038,204502,60178.8663,8305,35.6093,2.9314,0.0407,
1741-038,220149,60178.91963,8305,25.9551,2.901,0.0642,
1741-038,190056,60205.79401,8305,35.3966,2.8117,0.0487,
1741-038,74557,59997.32523,24100,39.9665,2.4086,0.1177,
1741-038,13705,60089.06906,24100,40.3534,2.5441,0.1934,
1741-038,235547,60115.99872,24100,40.0945,2.6598,0.1329,
1741-038,213616,60151.90184,22664,39.9861,2.349,0.1422,
1741-038,193724,60178.81929,24100,40.6355,2.6298,0.1194,
1741-038,175709,60205.74967,24100,40.3511,2.3203,0.17,
