Name,HHMMSS,# MJD,Freq (MHz),Elev (deg),Flux (Jy),e_flux (Jy),Unnamed: 7
1156+295,93434,55916.40234,5125,36.1063,2.2414,0.0745,
1156+295,103512,55916.44531,8305,25.5256,1.9514,0.1223,
1156+295,75248,55943.33203,5125,35.3295,2.2146,0.0588,
1156+295,54109,55974.23828,5125,37.064,2.1175,0.0905,
1156+295,212112,56002.89062,5125,60.4906,1.9715,0.092,
1156+295,220508,56002.92188,5125,67.458,2.0561,0.0859,
1156+295,163908,56033.69531,5125,32.2452,2.0216,0.1183,
1156+295,171125,56033.71875,5125,37.9513,1.8656,0.1076,
1156+295,180121,56033.75391,5125,46.866,1.9002,0.1013,
1156+295,185123,56033.78906,5125,55.7119,2.0392,0.1041,
1156+295,193944,56033.82031,5125,63.8685,1.9635,0.092,
1156+295,150746,56068.63281,5125,40.5334,1.8987,0.0337,
1156+295,162652,56096.6875,5125,71.5204,1.8237,0.0398,
1156+295,104054,56139.44531,5125,42.6399,1.6575,0.0469,
1156+295,194146,56140.82422,5125,27.2942,1.9519,0.0651,
1156+295,41754,56205.17969,5125,21.0888,1.6602,0.0692,
1156+295,75457,56205.33203,5125,59.1291,1.3963,0.1795,
1156+295,101428,56250.42969,5125,51.1599,1.6595,0.0354,
1156+295,42925,55974.19141,8305,49.9494,1.8812,0.1582,
1156+295,150330,56033.62891,8305,16.0437,1.4736,0.212,
1156+295,130156,56068.54688,8305,18.6617,1.7263,0.3195,
1156+295,143850,56096.61328,8305,54.8713,1.7543,0.1591,
1156+295,122709,56139.51953,8305,61.2659,1.5829,0.1437,
1156+295,131707,56175.55469,8305,69.4134,1.3548,0.2438,
1156+295,84226,56204.36328,8305,66.2098,1.3653,0.1664,
1156+295,103343,56204.44141,8305,74.1518,1.314,0.1726,
1156+295,134703,56204.57812,8305,45.511,1.5057,0.173,
1156+295,120531,56272.50391,8305,17.1717,1.0597,0.2947,
1156+295,131105,56272.55078,8305,6.7584,0.9734,0.2753,
1156+295,3129,56273.02344,8305,28.0517,1.514,0.2103,
1156+295,35717,56273.16797,8305,64.0528,1.374,0.1556,
1156+295,235107,56315.0,5125,50.4388,1.4623,0.0284,
1156+295,174020,56394.74219,5125,40.4098,1.333,0.0442,
1156+295,211258,56394.89062,5125,73.2891,1.4276,0.0191,
1156+295,153226,56418.65234,5125,34.4464,1.3807,0.0312,
1156+295,140036,56474.58984,5125,57.1836,1.3403,0.0252,
1156+295,114104,56489.49219,5125,42.962,1.2976,0.025,
1156+295,93719,56511.40625,5125,36.3185,1.3853,0.0343,
1156+295,80954,56538.34766,5125,39.6589,1.3499,0.055,
1156+295,233526,56313.98828,8305,46.4147,1.1931,0.0993,
1156+295,15452,56314.08203,8305,69.3608,1.2369,0.1358,
1156+295,174518,56393.74609,8305,40.6011,1.1844,0.0899,
1156+295,154200,56419.66016,8305,36.8575,1.1147,0.1114,
1156+295,134815,56476.58203,8305,56.5371,1.1808,0.1074,
1156+295,115430,56490.5,8305,46.1281,1.1309,0.1071,
1156+295,104005,56510.44922,8305,46.8824,1.244,0.0718,
1156+295,82532,56539.35547,8305,43.1672,1.1567,0.0772,
1156+295,11940,56679.05929,5075,64.1244,1.2345,0.0201,
1156+295,231622,56679.97357,8305,43.5815,1.0782,0.0375,
1156+295,14021,56680.07352,8305,67.949,1.1026,0.0405,
