Name,HHMMSS,# MJD,Freq (MHz),Elev (deg),Flux (Jy),e_flux (Jy),Unnamed: 7
0716+714,124651,55916.53516,5125,25.8968,1.4763,0.0946,
0716+714,113017,55916.48438,8305,26.2769,1.6087,0.1538,
0716+714,84727,55943.37109,5125,27.5899,1.1491,0.0887,
0716+714,104654,55973.45312,5125,27.968,0.84,0.1445,
0716+714,102815,56033.4375,5125,40.1969,1.4655,0.1487,
0716+714,75219,56037.33203,5125,31.1897,1.1843,0.1357,
0716+714,95706,56037.41797,5125,39.0598,1.165,0.1347,
0716+714,141523,56068.59766,5125,63.1564,0.8221,0.0453,
0716+714,152738,56068.64844,5125,62.2212,0.8301,0.0578,
0716+714,170025,56096.71094,5125,49.3103,0.7532,0.0525,
0716+714,111647,56139.47266,5125,61.1743,0.6921,0.0495,
0716+714,10123,56205.04688,5125,48.791,0.9074,0.0547,
0716+714,44119,56205.19922,5125,62.5658,0.9765,0.0771,
0716+714,82726,56205.35547,5125,55.8048,0.8668,0.0489,
0716+714,120456,56205.50391,5125,38.9298,0.8047,0.0465,
0716+714,105636,56250.45703,5125,31.9493,1.7958,0.0632,
0716+714,153146,56272.64844,5125,28.7858,2.3041,0.1341,
0716+714,113614,55943.48828,8305,26.2748,1.0084,0.141,
0716+714,110507,56002.46484,8305,34.3296,1.2816,0.3218,
0716+714,80017,56033.33594,8305,30.7963,1.293,0.244,
0716+714,131537,56068.55469,8305,61.7715,0.7783,0.1641,
0716+714,151829,56096.64062,8305,57.0154,0.751,0.2196,
0716+714,125942,56139.54297,8305,54.8732,0.7467,0.1819,
0716+714,135319,56175.58203,8305,39.629,1.005,0.1895,
0716+714,232431,56175.97656,8305,33.3263,1.0548,0.2167,
0716+714,90028,56204.37891,8305,53.655,1.217,0.2003,
0716+714,111555,56204.47266,8305,42.9306,1.2272,0.2246,
0716+714,133732,56250.57031,8305,26.2327,1.4695,0.2067,
0716+714,5924,56273.04297,8305,63.2031,2.0838,0.1954,
0716+714,43656,56273.19531,8305,53.068,3.6037,0.2076,
0716+714,1041,56315.01172,5125,60.3607,2.4477,0.0445,
0716+714,175932,56394.75391,5125,62.8393,1.1578,0.0233,
0716+714,155124,56418.66797,5125,63.571,0.9421,0.0169,
0716+714,142026,56474.60156,5125,57.9449,1.5709,0.0193,
0716+714,120023,56489.50391,5125,62.3509,1.8918,0.0173,
0716+714,95621,56511.41797,5125,63.4147,1.8261,0.018,
0716+714,82905,56538.35938,5125,62.9741,1.7594,0.0264,
0716+714,234848,56313.99609,8305,61.8108,2.7351,0.101,
0716+714,20955,56314.09375,8305,52.467,2.8102,0.1103,
0716+714,180433,56393.75781,8305,62.8047,1.237,0.0959,
0716+714,155957,56419.67188,8305,63.1857,1.0539,0.1031,
0716+714,140801,56476.59375,8305,58.1643,2.023,0.1032,
0716+714,121305,56490.51562,8305,61.5039,2.4945,0.1205,
0716+714,105841,56510.46094,8305,61.3106,2.4342,0.0875,
0716+714,84346,56539.37109,8305,62.1874,2.1487,0.0823,
0716+714,232155,56678.97785,5075,62.5305,1.3587,0.0342,
0716+714,212937,56701.89989,5075,62.9917,1.4321,0.0779,
0716+714,233027,56679.98349,8305,62.0879,1.5207,0.04,
0716+714,15525,56680.08421,8305,53.4501,1.6256,0.042,
