Name,HHMMSS,# MJD,Freq (MHz),Elev (deg),Flux (Jy),e_flux (Jy),Unnamed: 7
0528+134,174928,55916.74609,5125,22.022,1.4643,0.0657,
0528+134,185914,55916.79297,8305,34.2228,1.2086,0.1177,
0528+134,153625,55943.65234,5125,17.2177,1.5407,0.0677,
0528+134,162923,55973.69141,5125,46.3495,1.564,0.0734,
0528+134,135418,56002.58203,5125,39.6556,1.5105,0.0948,
0528+134,114451,56033.49219,5125,38.4003,1.5611,0.092,
0528+134,91424,56037.38672,5125,14.7337,1.6487,0.1337,
0528+134,93608,56139.40234,5125,53.1353,1.5639,0.0346,
0528+134,232101,56204.97656,5125,26.706,1.5385,0.0349,
0528+134,22130,56205.10156,5125,54.4533,1.4879,0.038,
0528+134,55402,56205.24609,5125,48.304,1.5102,0.0356,
0528+134,92944,56205.39844,5125,11.6375,1.7127,0.0906,
0528+134,173005,56272.73047,5125,11.8071,1.8375,0.0844,
0528+134,203106,56272.85547,5125,43.2433,1.6722,0.04,
0528+134,162627,55943.6875,8305,26.1444,1.203,0.1121,
0528+134,134917,55973.57812,8305,19.1487,1.0646,0.1251,
0528+134,122308,56002.51953,8305,23.8618,1.262,0.1953,
0528+134,92226,56033.39453,8305,13.3616,1.3754,0.2118,
0528+134,84606,56068.36719,8305,31.6289,1.4108,0.1815,
0528+134,23921,56141.11328,8305,17.2031,1.4832,0.1701,
0528+134,44829,56141.20312,8305,39.7698,1.5953,0.1399,
0528+134,10335,56176.04688,8305,24.6731,1.5117,0.1709,
0528+134,223932,56272.94531,8305,58.0781,1.2626,0.1751,
0528+134,20822,56273.08984,8305,41.9827,1.7298,0.1676,
0528+134,54015,56273.23828,8305,4.9999,2.3596,0.3747,
0528+134,221012,56314.92969,5125,51.694,1.7252,0.0203,
0528+134,155909,56394.67188,5125,57.0415,1.4469,0.0241,
0528+134,135125,56418.58203,5125,58.4093,1.4067,0.016,
0528+134,121043,56474.51172,5125,47.7903,1.6387,0.0546,
0528+134,100004,56489.42188,5125,55.9988,1.6154,0.0173,
0528+134,75613,56511.33594,5125,58.15,1.7676,0.0538,
0528+134,62843,56538.27344,5125,57.301,1.7101,0.0297,
0528+134,222810,56313.9375,8305,50.311,1.8838,0.1009,
0528+134,5023,56314.03906,8305,27.5662,1.8895,0.1104,
0528+134,160409,56393.67578,8305,56.971,1.7068,0.0924,
0528+134,140349,56419.58984,8305,58.147,1.6444,0.0985,
0528+134,120236,56476.50781,8305,48.059,1.7226,0.0973,
0528+134,101647,56490.43359,8305,54.3286,1.8388,0.1236,
0528+134,121253,56510.51562,8305,24.2259,1.4924,0.1017,
0528+134,64740,56539.28906,8305,55.8812,1.5873,0.0683,
0528+134,214726,56678.91194,5075,55.5497,1.5323,0.0231,
0528+134,2350,56679.02051,5075,32.8909,1.5363,0.035,
0528+134,195508,56701.83395,5075,57.3204,1.6214,0.0231,
0528+134,224018,56701.9486,5075,35.1483,1.6439,0.039,
0528+134,175806,56744.75269,5075,52.2918,1.4918,0.0197,
0528+134,202816,56744.85692,5075,28.7015,1.5625,0.0233,
0528+134,215756,56679.91911,8305,54.0308,1.4682,0.0343,
0528+134,2639,56680.02213,8305,31.6615,1.5251,0.0621,
0528+134,195459,56700.83374,8520,57.5463,1.4245,0.0217,
0528+134,223603,56700.94558,8520,36.4221,1.4515,0.0273,
0528+134,204308,57055.8673,5075,57.0562,1.2669,0.0279,
0528+134,232823,57055.97911,5075,34.4988,1.2704,0.0415,
0528+134,165518,57102.70907,5075,58.9545,1.3437,0.0311,
