Name,HHMMSS,# MJD,Freq (MHz),Elev (deg),Flux (Jy),e_flux (Jy),Unnamed: 7
2223-052,233555,59455.98492,24100,40.1466,2.5474,0.2346,
2223-052,224324,59481.95236,8305,37.0197,4.0691,0.0401,
2223-052,215110,59481.91219,24100,40.2271,2.4371,0.1911,
2223-052,205826,59506.87947,8305,37.5455,4.1219,0.0322,
2223-052,201232,59506.84368,24100,40.2349,2.4432,0.2389,
2223-052,181553,59547.76661,8305,37.644,3.9694,0.0453,
2223-052,171957,59547.72384,24100,40.4989,2.3453,0.1293,
2223-052,165719,59568.71204,8305,37.3374,3.9447,0.0366,
2223-052,184559,59568.7846,8305,25.378,3.969,0.0474,
2223-052,161056,59568.67591,24100,40.1703,2.5444,0.1568,
2223-052,143517,59593.60948,24100,40.0831,2.4652,0.1402,
2223-052,151218,59593.63911,8305,37.8442,3.9002,0.0512,
2223-052,170101,59593.71459,8305,25.7348,4.0141,0.0556,
2223-052,143517,59593.60948,24100,40.0831,2.4652,0.1402,
2223-052,115106,59632.49547,24100,40.3936,2.286,0.1252,
2223-052,95807,59662.41701,24100,40.2669,2.3733,0.13,
2223-052,61535,59718.26341,24100,40.2922,2.3027,0.1831,
2223-052,151218,59593.63911,8305,37.8442,3.9002,0.0512,
2223-052,170101,59593.71459,8305,25.7348,4.0141,0.0556,
2223-052,124949,59632.54016,8305,37.0059,3.3223,0.0669,
2223-052,104357,59662.45275,8305,37.6274,4.0169,0.0405,
2223-052,123239,59662.52654,8305,25.2462,3.7523,0.0452,
2223-052,91843,59689.39355,8305,35.8785,3.8357,0.0458,
2223-052,72241,59718.31299,8305,36.062,3.7733,0.0392,
2223-052,23920,59787.1162,8305,37.1043,3.8279,0.0376,
2223-052,42841,59787.18828,8305,25.0471,3.8212,0.0509,
2223-052,949,59812.00846,24100,40.227,2.5161,0.2037,
2223-052,5211,59812.04156,8305,37.6281,3.8829,0.0396,
2223-052,201022,59870.84218,24100,40.4171,2.5989,0.1907,
2223-052,211959,59870.89371,8305,35.8808,3.952,0.0416,
2223-052,184154,59907.78466,8305,37.2374,3.8312,0.0366,
2223-052,175044,59907.74522,24100,40.274,2.134,0.1267,
2223-052,171729,59932.72604,8305,36.0568,3.8375,0.0397,
2223-052,190648,59932.79687,8305,23.1619,3.8775,0.0795,
2223-052,163636,59932.69373,24100,39.3247,2.0538,0.2304,
2223-052,144841,59972.6227,8305,35.2613,3.8067,0.0673,
2223-052,82939,60030.35948,8305,39.5827,3.5817,0.0345,
2223-052,94629,60030.41284,8305,40.1499,3.5047,0.0376,
2223-052,85127,60055.37463,8305,37.8847,3.5927,0.0316,
2223-052,50626,60116.21836,8305,36.7282,3.79,0.037,
2223-052,24053,60152.11728,8305,37.0636,3.6428,0.038,
2223-052,5024,60179.04056,8305,37.4073,3.6614,0.0376,
2223-052,225452,60205.96034,8305,38.0975,3.5845,0.038,
2223-052,4920,60206.03475,8305,26.1039,3.5871,0.0803,
2223-052,120908,59997.50799,24100,39.8676,2.2344,0.1439,
2223-052,54855,60088.24395,24100,40.5144,2.4582,0.1562,
2223-052,74339,60088.32363,24100,32.4957,2.4198,0.156,
2223-052,41417,60116.17823,24100,40.1196,2.6092,0.1245,
2223-052,15953,60152.0849,22664,39.8633,2.7708,0.1287,
2223-052,529,60179.00546,24100,40.1572,3.1499,0.1424,
2223-052,220319,60205.92062,24100,40.5393,2.7594,0.1518,
